Namespace(batch_size=128, epochs=100, lr_min=0.0, lr_max=0.1, weight_decay=0.0005, momentum=0.9, gamma=0.0, opt_level='O2', loss_scale='1.0', conv_layer='soc', init_channels=32, activation='maxmin', block_size=1, lln=False, data_dir='./cifar-data', dataset='cifar10', epsilon=36, out_dir='LipConvnet_cifar10_1_soc_32_maxmin_cr0.0', seed=0)
Epoch 	 Seconds 	 LR 	 Train Loss 	 Train Acc 	 Test Loss 	 Test Acc 	 Test Robust (36) 	 Test Robust (72) 	 Test Robust (108) 	 Test Cert
16 	 82.2 	 0.1000 	 1.1678 	 0.6022 	 1.1289 	 0.6154 	 0.4470 	 0.2830 	 0.1568 	 0.2965
17 	 82.5 	 0.1000 	 1.1648 	 0.6017 	 1.0601 	 0.6522 	 0.4482 	 0.2668 	 0.1346 	 0.2693
18 	 80.9 	 0.1000 	 1.1606 	 0.6031 	 1.2234 	 0.5774 	 0.4152 	 0.2783 	 0.1634 	 0.3133
19 	 83.5 	 0.1000 	 1.1540 	 0.6071 	 1.0440 	 0.6528 	 0.4586 	 0.2809 	 0.1508 	 0.2836
20 	 86.1 	 0.1000 	 1.1425 	 0.6103 	 1.0547 	 0.6448 	 0.4625 	 0.2913 	 0.1634 	 0.2941
21 	 79.9 	 0.1000 	 1.1483 	 0.6081 	 1.1193 	 0.6200 	 0.4462 	 0.2811 	 0.1470 	 0.2874
22 	 87.6 	 0.1000 	 1.1517 	 0.6075 	 1.0668 	 0.6374 	 0.4459 	 0.2715 	 0.1443 	 0.2794
23 	 89.7 	 0.1000 	 1.1439 	 0.6122 	 1.0593 	 0.6508 	 0.4432 	 0.2609 	 0.1335 	 0.2670
24 	 94.3 	 0.1000 	 1.1397 	 0.6110 	 1.0899 	 0.6331 	 0.4312 	 0.2597 	 0.1441 	 0.2801
25 	 92.2 	 0.1000 	 1.1348 	 0.6135 	 1.0925 	 0.6275 	 0.4282 	 0.2586 	 0.1336 	 0.2715
26 	 92.8 	 0.1000 	 1.1298 	 0.6164 	 1.0308 	 0.6572 	 0.4622 	 0.2827 	 0.1500 	 0.2834
27 	 87.2 	 0.1000 	 1.1382 	 0.6124 	 1.0762 	 0.6397 	 0.4478 	 0.2705 	 0.1330 	 0.2730
28 	 84.3 	 0.1000 	 1.1290 	 0.6144 	 1.0916 	 0.6297 	 0.4378 	 0.2659 	 0.1494 	 0.2876
29 	 92.1 	 0.1000 	 1.1269 	 0.6162 	 1.0778 	 0.6300 	 0.4454 	 0.2776 	 0.1585 	 0.2927
30 	 90.1 	 0.1000 	 1.1256 	 0.6192 	 1.0404 	 0.6460 	 0.4554 	 0.2858 	 0.1573 	 0.2879
31 	 76.7 	 0.1000 	 1.1234 	 0.6181 	 1.0407 	 0.6497 	 0.4600 	 0.2879 	 0.1635 	 0.2884
32 	 77.4 	 0.1000 	 1.1217 	 0.6198 	 1.0840 	 0.6273 	 0.4362 	 0.2682 	 0.1526 	 0.2872
33 	 80.5 	 0.1000 	 1.1201 	 0.6179 	 1.0417 	 0.6457 	 0.4553 	 0.2745 	 0.1345 	 0.2751
34 	 78.9 	 0.1000 	 1.1220 	 0.6197 	 1.0367 	 0.6519 	 0.4645 	 0.2914 	 0.1612 	 0.2941
35 	 84.7 	 0.1000 	 1.1170 	 0.6195 	 1.0521 	 0.6435 	 0.4669 	 0.2955 	 0.1636 	 0.2972
36 	 85.7 	 0.1000 	 1.1124 	 0.6234 	 1.0351 	 0.6566 	 0.4636 	 0.2826 	 0.1471 	 0.2826
37 	 89.2 	 0.1000 	 1.1162 	 0.6225 	 1.0644 	 0.6359 	 0.4449 	 0.2815 	 0.1538 	 0.2878
38 	 92.3 	 0.1000 	 1.1170 	 0.6216 	 1.0130 	 0.6601 	 0.4744 	 0.3029 	 0.1788 	 0.2999
39 	 91.6 	 0.1000 	 1.1105 	 0.6217 	 1.0245 	 0.6571 	 0.4599 	 0.2838 	 0.1527 	 0.2835
40 	 94.0 	 0.1000 	 1.1115 	 0.6236 	 1.0279 	 0.6546 	 0.4636 	 0.2908 	 0.1604 	 0.2882
41 	 92.0 	 0.1000 	 1.1171 	 0.6195 	 1.0377 	 0.6449 	 0.4652 	 0.2965 	 0.1683 	 0.2989
42 	 94.0 	 0.1000 	 1.1095 	 0.6247 	 1.0673 	 0.6411 	 0.4664 	 0.3058 	 0.1719 	 0.3047
43 	 93.7 	 0.1000 	 1.1140 	 0.6228 	 1.0512 	 0.6478 	 0.4643 	 0.3058 	 0.1747 	 0.3009
44 	 93.8 	 0.1000 	 1.1197 	 0.6201 	 1.0910 	 0.6214 	 0.4348 	 0.2762 	 0.1485 	 0.2871
45 	 94.1 	 0.1000 	 1.1066 	 0.6236 	 1.0343 	 0.6570 	 0.4699 	 0.2986 	 0.1647 	 0.2921
46 	 93.7 	 0.1000 	 1.1100 	 0.6240 	 1.0363 	 0.6529 	 0.4587 	 0.2873 	 0.1577 	 0.2888
47 	 93.6 	 0.1000 	 1.1089 	 0.6241 	 1.0192 	 0.6522 	 0.4664 	 0.2849 	 0.1549 	 0.2888
48 	 93.8 	 0.1000 	 1.1029 	 0.6269 	 1.0322 	 0.6459 	 0.4685 	 0.3025 	 0.1698 	 0.3008
49 	 93.9 	 0.0100 	 1.1047 	 0.6257 	 1.0104 	 0.6576 	 0.4830 	 0.3146 	 0.1742 	 0.3048
50 	 94.3 	 0.0100 	 0.9796 	 0.6810 	 0.9113 	 0.7105 	 0.5204 	 0.3387 	 0.1975 	 0.3096
51 	 93.1 	 0.0100 	 0.9449 	 0.6969 	 0.8959 	 0.7108 	 0.5310 	 0.3493 	 0.2080 	 0.3188
52 	 119.7 	 0.0100 	 0.9313 	 0.7009 	 0.8941 	 0.7139 	 0.5306 	 0.3538 	 0.2131 	 0.3204
53 	 90.2 	 0.0100 	 0.9235 	 0.7046 	 0.8785 	 0.7182 	 0.5395 	 0.3569 	 0.2163 	 0.3224
54 	 74.4 	 0.0100 	 0.9166 	 0.7059 	 0.8800 	 0.7181 	 0.5358 	 0.3607 	 0.2105 	 0.3224
55 	 79.2 	 0.0100 	 0.9097 	 0.7095 	 0.8745 	 0.7166 	 0.5431 	 0.3614 	 0.2162 	 0.3272
56 	 79.4 	 0.0100 	 0.9058 	 0.7112 	 0.8727 	 0.7190 	 0.5447 	 0.3667 	 0.2209 	 0.3290
57 	 80.8 	 0.0100 	 0.9037 	 0.7118 	 0.8701 	 0.7217 	 0.5414 	 0.3536 	 0.2128 	 0.3207
58 	 79.2 	 0.0100 	 0.8980 	 0.7161 	 0.8732 	 0.7206 	 0.5414 	 0.3521 	 0.2111 	 0.3191
59 	 81.6 	 0.0100 	 0.8958 	 0.7152 	 0.8660 	 0.7233 	 0.5470 	 0.3648 	 0.2189 	 0.3274
60 	 81.6 	 0.0100 	 0.8942 	 0.7141 	 0.8605 	 0.7220 	 0.5500 	 0.3735 	 0.2276 	 0.3338
61 	 81.4 	 0.0100 	 0.8902 	 0.7162 	 0.8609 	 0.7211 	 0.5463 	 0.3626 	 0.2177 	 0.3248
62 	 83.0 	 0.0100 	 0.8880 	 0.7171 	 0.8564 	 0.7252 	 0.5494 	 0.3676 	 0.2271 	 0.3303
63 	 82.0 	 0.0100 	 0.8877 	 0.7176 	 0.8660 	 0.7202 	 0.5418 	 0.3667 	 0.2168 	 0.3288
64 	 81.1 	 0.0100 	 0.8842 	 0.7190 	 0.8656 	 0.7163 	 0.5499 	 0.3823 	 0.2414 	 0.3475
65 	 82.3 	 0.0100 	 0.8840 	 0.7197 	 0.8671 	 0.7202 	 0.5427 	 0.3633 	 0.2185 	 0.3270
66 	 82.2 	 0.0100 	 0.8835 	 0.7203 	 0.8539 	 0.7300 	 0.5511 	 0.3692 	 0.2204 	 0.3272
67 	 83.0 	 0.0100 	 0.8819 	 0.7194 	 0.8730 	 0.7156 	 0.5484 	 0.3868 	 0.2440 	 0.3481
68 	 83.5 	 0.0100 	 0.8843 	 0.7178 	 0.8558 	 0.7288 	 0.5549 	 0.3726 	 0.2251 	 0.3331
69 	 83.9 	 0.0100 	 0.8770 	 0.7222 	 0.8606 	 0.7228 	 0.5546 	 0.3823 	 0.2351 	 0.3414
70 	 83.9 	 0.0100 	 0.8780 	 0.7210 	 0.8451 	 0.7280 	 0.5587 	 0.3774 	 0.2311 	 0.3353
71 	 82.5 	 0.0100 	 0.8758 	 0.7204 	 0.8606 	 0.7189 	 0.5505 	 0.3727 	 0.2313 	 0.3387
72 	 82.9 	 0.0100 	 0.8757 	 0.7218 	 0.8611 	 0.7179 	 0.5470 	 0.3641 	 0.2268 	 0.3348
73 	 82.5 	 0.0100 	 0.8745 	 0.7228 	 0.8503 	 0.7259 	 0.5568 	 0.3876 	 0.2401 	 0.3438
74 	 83.5 	 0.0010 	 0.8729 	 0.7228 	 0.8658 	 0.7176 	 0.5439 	 0.3745 	 0.2292 	 0.3367
75 	 83.2 	 0.0010 	 0.8381 	 0.7408 	 0.8242 	 0.7379 	 0.5684 	 0.3894 	 0.2361 	 0.3395
76 	 83.2 	 0.0010 	 0.8267 	 0.7461 	 0.8243 	 0.7364 	 0.5676 	 0.3907 	 0.2369 	 0.3419
77 	 83.5 	 0.0010 	 0.8248 	 0.7466 	 0.8188 	 0.7397 	 0.5708 	 0.3941 	 0.2438 	 0.3451
78 	 83.1 	 0.0010 	 0.8209 	 0.7474 	 0.8177 	 0.7422 	 0.5709 	 0.3928 	 0.2414 	 0.3411
79 	 82.0 	 0.0010 	 0.8195 	 0.7494 	 0.8180 	 0.7409 	 0.5690 	 0.3926 	 0.2407 	 0.3427
80 	 82.6 	 0.0010 	 0.8186 	 0.7477 	 0.8158 	 0.7417 	 0.5727 	 0.3916 	 0.2414 	 0.3410
