Namespace(batch_size=128, epochs=100, lr_min=0.0, lr_max=0.1, weight_decay=0.0005, momentum=0.9, gamma=0.0, opt_level='O2', loss_scale='1.0', conv_layer='soc', init_channels=32, activation='maxmin', block_size=1, lln=False, data_dir='./cifar-data', dataset='cifar10', epsilon=36, out_dir='LipConvnet_cifar10_1_soc_32_maxmin_cr0.0', seed=0)
Epoch 	 Seconds 	 LR 	 Train Loss 	 Train Acc 	 Test Loss 	 Test Acc 	 Test Robust (36) 	 Test Robust (72) 	 Test Robust (108) 	 Test Cert
24 	 86.2 	 0.1000 	 1.1298 	 0.6141 	 1.0673 	 0.6422 	 0.4324 	 0.2600 	 0.1386 	 0.2744
25 	 86.6 	 0.1000 	 1.1193 	 0.6183 	 1.0595 	 0.6410 	 0.4434 	 0.2745 	 0.1442 	 0.2806
26 	 86.3 	 0.1000 	 1.1170 	 0.6213 	 1.0428 	 0.6551 	 0.4496 	 0.2719 	 0.1402 	 0.2737
27 	 87.0 	 0.1000 	 1.1235 	 0.6179 	 1.0228 	 0.6608 	 0.4699 	 0.2893 	 0.1566 	 0.2861
28 	 85.4 	 0.1000 	 1.1179 	 0.6220 	 1.0692 	 0.6408 	 0.4437 	 0.2691 	 0.1537 	 0.2903
29 	 85.9 	 0.1000 	 1.1201 	 0.6188 	 1.1025 	 0.6189 	 0.4310 	 0.2767 	 0.1581 	 0.2947
30 	 86.7 	 0.1000 	 1.1172 	 0.6203 	 1.0300 	 0.6430 	 0.4573 	 0.2947 	 0.1634 	 0.2950
31 	 86.6 	 0.1000 	 1.1145 	 0.6235 	 1.0527 	 0.6395 	 0.4536 	 0.2835 	 0.1582 	 0.2906
32 	 86.7 	 0.1000 	 1.1102 	 0.6242 	 1.0630 	 0.6450 	 0.4562 	 0.2864 	 0.1587 	 0.2923
33 	 87.1 	 0.1000 	 1.1118 	 0.6226 	 1.0744 	 0.6307 	 0.4424 	 0.2707 	 0.1426 	 0.2791
34 	 86.4 	 0.1000 	 1.1196 	 0.6218 	 1.0304 	 0.6596 	 0.4624 	 0.2898 	 0.1582 	 0.2889
35 	 87.0 	 0.1000 	 1.1096 	 0.6211 	 1.0495 	 0.6429 	 0.4609 	 0.3007 	 0.1734 	 0.3042
36 	 87.7 	 0.1000 	 1.1080 	 0.6227 	 1.0315 	 0.6547 	 0.4674 	 0.2934 	 0.1573 	 0.2907
37 	 86.4 	 0.1000 	 1.1121 	 0.6237 	 1.0834 	 0.6225 	 0.4519 	 0.2902 	 0.1725 	 0.3070
38 	 87.7 	 0.1000 	 1.1079 	 0.6264 	 1.0159 	 0.6515 	 0.4728 	 0.3066 	 0.1759 	 0.3043
39 	 87.4 	 0.1000 	 1.1067 	 0.6231 	 1.0234 	 0.6507 	 0.4703 	 0.3012 	 0.1718 	 0.2994
40 	 86.6 	 0.1000 	 1.1073 	 0.6235 	 1.0308 	 0.6506 	 0.4583 	 0.2889 	 0.1558 	 0.2850
41 	 87.0 	 0.1000 	 1.1122 	 0.6227 	 1.0273 	 0.6544 	 0.4634 	 0.2927 	 0.1645 	 0.2943
42 	 86.0 	 0.1000 	 1.1025 	 0.6273 	 1.0689 	 0.6344 	 0.4624 	 0.3084 	 0.1732 	 0.3076
43 	 86.2 	 0.1000 	 1.1057 	 0.6253 	 1.0481 	 0.6449 	 0.4622 	 0.3022 	 0.1751 	 0.3045
44 	 86.9 	 0.1000 	 1.1160 	 0.6215 	 1.0688 	 0.6323 	 0.4403 	 0.2752 	 0.1471 	 0.2846
45 	 87.1 	 0.1000 	 1.1030 	 0.6249 	 1.0545 	 0.6390 	 0.4678 	 0.3068 	 0.1831 	 0.3100
46 	 86.5 	 0.1000 	 1.1030 	 0.6275 	 1.0266 	 0.6585 	 0.4646 	 0.2936 	 0.1600 	 0.2878
47 	 88.3 	 0.1000 	 1.1030 	 0.6262 	 1.0124 	 0.6640 	 0.4601 	 0.2822 	 0.1549 	 0.2819
48 	 86.8 	 0.1000 	 1.1005 	 0.6290 	 1.0666 	 0.6277 	 0.4555 	 0.2973 	 0.1704 	 0.3054
49 	 88.1 	 0.0100 	 1.1020 	 0.6270 	 1.0161 	 0.6522 	 0.4768 	 0.3082 	 0.1738 	 0.3050
50 	 87.3 	 0.0100 	 0.9776 	 0.6814 	 0.9123 	 0.7024 	 0.5183 	 0.3385 	 0.1993 	 0.3129
51 	 86.4 	 0.0100 	 0.9443 	 0.6966 	 0.8977 	 0.7067 	 0.5279 	 0.3483 	 0.2072 	 0.3214
52 	 86.7 	 0.0100 	 0.9295 	 0.7013 	 0.8982 	 0.7080 	 0.5243 	 0.3516 	 0.2100 	 0.3215
53 	 87.8 	 0.0100 	 0.9218 	 0.7047 	 0.8842 	 0.7141 	 0.5346 	 0.3588 	 0.2108 	 0.3232
54 	 85.4 	 0.0100 	 0.9164 	 0.7078 	 0.8800 	 0.7139 	 0.5345 	 0.3620 	 0.2126 	 0.3242
55 	 86.8 	 0.0100 	 0.9088 	 0.7098 	 0.8750 	 0.7129 	 0.5398 	 0.3622 	 0.2184 	 0.3295
56 	 88.2 	 0.0100 	 0.9046 	 0.7118 	 0.8707 	 0.7196 	 0.5410 	 0.3650 	 0.2208 	 0.3277
57 	 87.4 	 0.0100 	 0.9014 	 0.7102 	 0.8698 	 0.7181 	 0.5409 	 0.3543 	 0.2139 	 0.3226
58 	 86.7 	 0.0100 	 0.8982 	 0.7147 	 0.8704 	 0.7203 	 0.5404 	 0.3558 	 0.2111 	 0.3196
59 	 86.5 	 0.0100 	 0.8951 	 0.7158 	 0.8673 	 0.7210 	 0.5437 	 0.3680 	 0.2212 	 0.3285
60 	 86.8 	 0.0100 	 0.8940 	 0.7135 	 0.8593 	 0.7226 	 0.5486 	 0.3758 	 0.2284 	 0.3343
61 	 87.2 	 0.0100 	 0.8890 	 0.7161 	 0.8592 	 0.7210 	 0.5433 	 0.3664 	 0.2192 	 0.3272
62 	 86.4 	 0.0100 	 0.8866 	 0.7165 	 0.8576 	 0.7240 	 0.5435 	 0.3705 	 0.2267 	 0.3319
63 	 86.6 	 0.0100 	 0.8858 	 0.7183 	 0.8662 	 0.7200 	 0.5389 	 0.3674 	 0.2205 	 0.3299
64 	 87.0 	 0.0100 	 0.8818 	 0.7195 	 0.8671 	 0.7161 	 0.5469 	 0.3849 	 0.2409 	 0.3477
65 	 87.0 	 0.0100 	 0.8834 	 0.7191 	 0.8660 	 0.7189 	 0.5378 	 0.3625 	 0.2207 	 0.3277
66 	 87.2 	 0.0100 	 0.8808 	 0.7201 	 0.8576 	 0.7286 	 0.5456 	 0.3702 	 0.2245 	 0.3281
67 	 86.0 	 0.0100 	 0.8805 	 0.7187 	 0.8652 	 0.7215 	 0.5498 	 0.3791 	 0.2405 	 0.3432
68 	 87.2 	 0.0100 	 0.8827 	 0.7184 	 0.8569 	 0.7264 	 0.5466 	 0.3727 	 0.2248 	 0.3321
69 	 86.0 	 0.0100 	 0.8762 	 0.7209 	 0.8586 	 0.7226 	 0.5511 	 0.3830 	 0.2346 	 0.3408
70 	 88.0 	 0.0100 	 0.8756 	 0.7216 	 0.8483 	 0.7243 	 0.5532 	 0.3765 	 0.2322 	 0.3366
71 	 87.2 	 0.0100 	 0.8739 	 0.7235 	 0.8576 	 0.7185 	 0.5493 	 0.3735 	 0.2308 	 0.3387
72 	 85.9 	 0.0100 	 0.8732 	 0.7215 	 0.8534 	 0.7213 	 0.5469 	 0.3716 	 0.2279 	 0.3360
73 	 87.2 	 0.0100 	 0.8730 	 0.7230 	 0.8462 	 0.7320 	 0.5522 	 0.3827 	 0.2389 	 0.3396
74 	 86.7 	 0.0010 	 0.8710 	 0.7226 	 0.8615 	 0.7236 	 0.5438 	 0.3680 	 0.2284 	 0.3313
75 	 87.1 	 0.0010 	 0.8372 	 0.7419 	 0.8238 	 0.7401 	 0.5627 	 0.3820 	 0.2373 	 0.3365
76 	 87.9 	 0.0010 	 0.8257 	 0.7464 	 0.8240 	 0.7364 	 0.5627 	 0.3857 	 0.2436 	 0.3410
77 	 87.8 	 0.0010 	 0.8226 	 0.7467 	 0.8181 	 0.7400 	 0.5670 	 0.3902 	 0.2455 	 0.3430
78 	 87.3 	 0.0010 	 0.8196 	 0.7489 	 0.8175 	 0.7401 	 0.5679 	 0.3881 	 0.2441 	 0.3409
79 	 86.5 	 0.0010 	 0.8173 	 0.7483 	 0.8179 	 0.7394 	 0.5679 	 0.3913 	 0.2435 	 0.3430
80 	 86.9 	 0.0010 	 0.8177 	 0.7481 	 0.8153 	 0.7393 	 0.5695 	 0.3904 	 0.2460 	 0.3421
81 	 85.9 	 0.0010 	 0.8158 	 0.7515 	 0.8159 	 0.7423 	 0.5655 	 0.3872 	 0.2411 	 0.3392
82 	 86.0 	 0.0010 	 0.8148 	 0.7499 	 0.8169 	 0.7377 	 0.5653 	 0.3944 	 0.2521 	 0.3477
83 	 87.6 	 0.0010 	 0.8138 	 0.7501 	 0.8145 	 0.7396 	 0.5658 	 0.3911 	 0.2498 	 0.3454
84 	 86.1 	 0.0010 	 0.8110 	 0.7513 	 0.8152 	 0.7389 	 0.5689 	 0.3912 	 0.2458 	 0.3437
85 	 86.9 	 0.0010 	 0.8114 	 0.7495 	 0.8117 	 0.7406 	 0.5716 	 0.3951 	 0.2498 	 0.3447
86 	 87.9 	 0.0010 	 0.8087 	 0.7535 	 0.8128 	 0.7401 	 0.5730 	 0.3954 	 0.2489 	 0.3473
87 	 86.9 	 0.0010 	 0.8089 	 0.7523 	 0.8122 	 0.7415 	 0.5734 	 0.3918 	 0.2445 	 0.3431
88 	 86.3 	 0.0010 	 0.8073 	 0.7543 	 0.8116 	 0.7419 	 0.5720 	 0.3929 	 0.2482 	 0.3441
89 	 86.5 	 0.0010 	 0.8073 	 0.7528 	 0.8128 	 0.7414 	 0.5690 	 0.3949 	 0.2481 	 0.3443
90 	 87.4 	 0.0010 	 0.8073 	 0.7537 	 0.8115 	 0.7414 	 0.5702 	 0.3942 	 0.2501 	 0.3461
91 	 87.6 	 0.0010 	 0.8071 	 0.7534 	 0.8100 	 0.7408 	 0.5716 	 0.3985 	 0.2535 	 0.3481
92 	 87.9 	 0.0010 	 0.8029 	 0.7557 	 0.8085 	 0.7419 	 0.5754 	 0.3986 	 0.2513 	 0.3485
93 	 86.6 	 0.0010 	 0.8023 	 0.7541 	 0.8100 	 0.7441 	 0.5695 	 0.3933 	 0.2445 	 0.3421
94 	 88.0 	 0.0010 	 0.8033 	 0.7545 	 0.8083 	 0.7433 	 0.5708 	 0.3975 	 0.2490 	 0.3462
95 	 86.1 	 0.0010 	 0.8027 	 0.7548 	 0.8064 	 0.7407 	 0.5762 	 0.4007 	 0.2529 	 0.3506
96 	 86.7 	 0.0010 	 0.8020 	 0.7558 	 0.8078 	 0.7423 	 0.5727 	 0.3929 	 0.2468 	 0.3454
97 	 86.3 	 0.0010 	 0.8018 	 0.7540 	 0.8064 	 0.7418 	 0.5698 	 0.3931 	 0.2464 	 0.3445
98 	 85.8 	 0.0010 	 0.7996 	 0.7543 	 0.8079 	 0.7413 	 0.5750 	 0.3965 	 0.2532 	 0.3484
99 	 87.4 	 0.0010 	 0.7996 	 0.7548 	 0.8054 	 0.7411 	 0.5734 	 0.3991 	 0.2537 	 0.3481
Total train time: 145.4745 minutes
Best Epoch 	 Test Loss 	 Test Acc 	 Test Robust (36) 	 Test Robust (72) 	 Test Robust (108) 	 Mean Cert 	 Test Time
95 	 0.8065 	 0.7408 	 0.5759 	 0.4007 	 0.2529 	 0.3505 	 8.7962
Last Epoch 	 Test Loss 	 Test Acc 	 Test Robust (36) 	 Test Robust (72) 	 Test Robust (108) 	 Mean Cert 	 Test Time
99 	 0.8054 	 0.7415 	 0.5730 	 0.3987 	 0.2529 	 0.3478 	 8.9274
