Namespace(batch_size=128, epochs=100, lr_min=0.0, lr_max=0.1, weight_decay=0.0005, momentum=0.9, gamma=0.0, opt_level='O2', loss_scale='1.0', conv_layer='soc', init_channels=32, activation='maxmin', block_size=1, lln=False, data_dir='./cifar-data', dataset='cifar10', epsilon=36, out_dir='LipConvnet_cifar10_1_soc_32_maxmin_cr0.0', seed=0)
Epoch 	 Seconds 	 LR 	 Train Loss 	 Train Acc 	 Test Loss 	 Test Acc 	 Test Robust (36) 	 Test Robust (72) 	 Test Robust (108) 	 Test Cert
48 	 43.4 	 0.1000 	 0.9713 	 0.6619 	 0.9085 	 0.6763 	 0.5356 	 0.3881 	 0.2621 	 0.3868
49 	 42.8 	 0.0100 	 0.9654 	 0.6629 	 0.8804 	 0.6975 	 0.5617 	 0.4237 	 0.2932 	 0.4131
50 	 40.7 	 0.0100 	 0.8133 	 0.7245 	 0.7568 	 0.7454 	 0.6071 	 0.4589 	 0.3246 	 0.4211
51 	 41.5 	 0.0100 	 0.7696 	 0.7385 	 0.7365 	 0.7491 	 0.6212 	 0.4781 	 0.3440 	 0.4411
52 	 41.5 	 0.0100 	 0.7466 	 0.7457 	 0.7412 	 0.7482 	 0.6196 	 0.4788 	 0.3434 	 0.4415
53 	 43.9 	 0.0100 	 0.7366 	 0.7499 	 0.7200 	 0.7578 	 0.6292 	 0.4860 	 0.3504 	 0.4458
54 	 43.2 	 0.0100 	 0.7273 	 0.7543 	 0.7182 	 0.7582 	 0.6255 	 0.4837 	 0.3489 	 0.4443
55 	 42.9 	 0.0100 	 0.7162 	 0.7590 	 0.7083 	 0.7601 	 0.6367 	 0.4957 	 0.3592 	 0.4590
56 	 47.5 	 0.0100 	 0.7116 	 0.7608 	 0.7059 	 0.7633 	 0.6390 	 0.5002 	 0.3656 	 0.4580
57 	 45.2 	 0.0100 	 0.7046 	 0.7631 	 0.7074 	 0.7594 	 0.6341 	 0.4942 	 0.3529 	 0.4514
58 	 45.1 	 0.0100 	 0.6974 	 0.7641 	 0.7061 	 0.7597 	 0.6407 	 0.4916 	 0.3600 	 0.4558
59 	 43.9 	 0.0100 	 0.6934 	 0.7670 	 0.6995 	 0.7633 	 0.6374 	 0.5026 	 0.3724 	 0.4664
60 	 47.1 	 0.0100 	 0.6925 	 0.7667 	 0.6931 	 0.7674 	 0.6448 	 0.5183 	 0.3873 	 0.4779
61 	 43.9 	 0.0100 	 0.6848 	 0.7700 	 0.6933 	 0.7620 	 0.6401 	 0.5088 	 0.3742 	 0.4723
62 	 44.2 	 0.0100 	 0.6799 	 0.7714 	 0.6825 	 0.7683 	 0.6481 	 0.5089 	 0.3795 	 0.4782
63 	 46.3 	 0.0100 	 0.6777 	 0.7717 	 0.7074 	 0.7572 	 0.6342 	 0.4976 	 0.3702 	 0.4682
64 	 44.4 	 0.0100 	 0.6755 	 0.7724 	 0.6994 	 0.7615 	 0.6388 	 0.5088 	 0.3843 	 0.4819
65 	 46.9 	 0.0100 	 0.6723 	 0.7758 	 0.6933 	 0.7672 	 0.6411 	 0.4966 	 0.3656 	 0.4599
66 	 47.5 	 0.0100 	 0.6723 	 0.7752 	 0.6880 	 0.7653 	 0.6458 	 0.5114 	 0.3794 	 0.4761
67 	 49.5 	 0.0100 	 0.6672 	 0.7748 	 0.6978 	 0.7587 	 0.6449 	 0.5108 	 0.3868 	 0.4882
68 	 52.3 	 0.0100 	 0.6675 	 0.7750 	 0.6918 	 0.7635 	 0.6447 	 0.5070 	 0.3797 	 0.4750
69 	 53.7 	 0.0100 	 0.6631 	 0.7792 	 0.6938 	 0.7603 	 0.6437 	 0.5178 	 0.3928 	 0.4996
70 	 53.5 	 0.0100 	 0.6590 	 0.7792 	 0.6802 	 0.7685 	 0.6531 	 0.5168 	 0.3864 	 0.4859
71 	 54.7 	 0.0100 	 0.6582 	 0.7778 	 0.6944 	 0.7559 	 0.6433 	 0.5085 	 0.3803 	 0.4867
72 	 53.7 	 0.0100 	 0.6549 	 0.7801 	 0.6946 	 0.7611 	 0.6425 	 0.5085 	 0.3731 	 0.4802
73 	 53.9 	 0.0100 	 0.6526 	 0.7806 	 0.6884 	 0.7654 	 0.6494 	 0.5252 	 0.3929 	 0.4915
74 	 55.4 	 0.0010 	 0.6518 	 0.7801 	 0.6954 	 0.7579 	 0.6427 	 0.5086 	 0.3855 	 0.4879
75 	 55.1 	 0.0010 	 0.6063 	 0.8012 	 0.6434 	 0.7792 	 0.6692 	 0.5426 	 0.4096 	 0.5053
76 	 55.9 	 0.0010 	 0.5867 	 0.8087 	 0.6467 	 0.7775 	 0.6677 	 0.5404 	 0.4058 	 0.5054
77 	 58.5 	 0.0010 	 0.5803 	 0.8118 	 0.6370 	 0.7806 	 0.6748 	 0.5490 	 0.4196 	 0.5172
78 	 55.0 	 0.0010 	 0.5734 	 0.8135 	 0.6345 	 0.7833 	 0.6715 	 0.5458 	 0.4121 	 0.5079
79 	 57.5 	 0.0010 	 0.5713 	 0.8128 	 0.6354 	 0.7800 	 0.6736 	 0.5499 	 0.4178 	 0.5155
80 	 57.0 	 0.0010 	 0.5681 	 0.8155 	 0.6330 	 0.7834 	 0.6755 	 0.5497 	 0.4151 	 0.5118
81 	 54.7 	 0.0010 	 0.5644 	 0.8183 	 0.6315 	 0.7840 	 0.6764 	 0.5460 	 0.4132 	 0.5103
82 	 54.7 	 0.0010 	 0.5655 	 0.8154 	 0.6364 	 0.7791 	 0.6761 	 0.5536 	 0.4221 	 0.5222
83 	 57.6 	 0.0010 	 0.5604 	 0.8179 	 0.6322 	 0.7833 	 0.6756 	 0.5493 	 0.4195 	 0.5157
84 	 55.0 	 0.0010 	 0.5585 	 0.8183 	 0.6324 	 0.7827 	 0.6772 	 0.5489 	 0.4160 	 0.5139
85 	 50.8 	 0.0010 	 0.5564 	 0.8193 	 0.6291 	 0.7853 	 0.6769 	 0.5504 	 0.4210 	 0.5147
86 	 49.1 	 0.0010 	 0.5535 	 0.8211 	 0.6323 	 0.7824 	 0.6785 	 0.5553 	 0.4225 	 0.5177
87 	 47.8 	 0.0010 	 0.5546 	 0.8215 	 0.6338 	 0.7850 	 0.6742 	 0.5447 	 0.4116 	 0.5048
88 	 47.5 	 0.0010 	 0.5534 	 0.8208 	 0.6275 	 0.7859 	 0.6781 	 0.5521 	 0.4229 	 0.5163
89 	 49.6 	 0.0010 	 0.5512 	 0.8223 	 0.6292 	 0.7854 	 0.6750 	 0.5497 	 0.4208 	 0.5148
90 	 46.1 	 0.0010 	 0.5520 	 0.8220 	 0.6285 	 0.7833 	 0.6776 	 0.5516 	 0.4222 	 0.5195
91 	 45.7 	 0.0010 	 0.5496 	 0.8221 	 0.6256 	 0.7860 	 0.6805 	 0.5565 	 0.4282 	 0.5230
92 	 47.4 	 0.0010 	 0.5455 	 0.8231 	 0.6248 	 0.7852 	 0.6813 	 0.5582 	 0.4313 	 0.5276
93 	 45.9 	 0.0010 	 0.5454 	 0.8243 	 0.6274 	 0.7855 	 0.6750 	 0.5503 	 0.4206 	 0.5151
94 	 48.2 	 0.0010 	 0.5447 	 0.8257 	 0.6259 	 0.7845 	 0.6807 	 0.5505 	 0.4227 	 0.5184
95 	 46.7 	 0.0010 	 0.5429 	 0.8249 	 0.6237 	 0.7877 	 0.6805 	 0.5555 	 0.4328 	 0.5275
96 	 45.6 	 0.0010 	 0.5423 	 0.8264 	 0.6250 	 0.7854 	 0.6800 	 0.5568 	 0.4250 	 0.5245
97 	 45.4 	 0.0010 	 0.5411 	 0.8254 	 0.6233 	 0.7863 	 0.6795 	 0.5535 	 0.4241 	 0.5189
98 	 47.0 	 0.0010 	 0.5398 	 0.8286 	 0.6244 	 0.7850 	 0.6825 	 0.5587 	 0.4332 	 0.5302
99 	 47.0 	 0.0010 	 0.5366 	 0.8276 	 0.6194 	 0.7885 	 0.6826 	 0.5577 	 0.4320 	 0.5266
Total train time: 78.2385 minutes
Best Epoch 	 Test Loss 	 Test Acc 	 Test Robust (36) 	 Test Robust (72) 	 Test Robust (108) 	 Mean Cert 	 Test Time
99 	 0.6195 	 0.7883 	 0.6818 	 0.5575 	 0.4319 	 0.5264 	 2.7803
Last Epoch 	 Test Loss 	 Test Acc 	 Test Robust (36) 	 Test Robust (72) 	 Test Robust (108) 	 Mean Cert 	 Test Time
99 	 0.6195 	 0.7883 	 0.6818 	 0.5575 	 0.4319 	 0.5264 	 2.6992
