Namespace(batch_size=128, epochs=100, lr_min=0.0, lr_max=0.1, weight_decay=0.0005, momentum=0.9, gamma=0.0, opt_level='O2', loss_scale='1.0', conv_layer='soc', init_channels=32, activation='maxmin', block_size=1, lln=False, data_dir='./cifar-data', dataset='cifar10', epsilon=36, out_dir='LipConvnet_cifar10_1_soc_32_maxmin_cr0.0', seed=0)
Epoch 	 Seconds 	 LR 	 Train Loss 	 Train Acc 	 Test Loss 	 Test Acc 	 Test Robust (36) 	 Test Robust (72) 	 Test Robust (108) 	 Test Cert
13 	 44.5 	 0.1000 	 1.2044 	 0.5863 	 1.0978 	 0.6258 	 0.4307 	 0.2559 	 0.1316 	 0.2733
14 	 45.8 	 0.1000 	 1.1999 	 0.5888 	 1.1292 	 0.6125 	 0.4101 	 0.2376 	 0.1196 	 0.2621
15 	 53.9 	 0.1000 	 1.1930 	 0.5930 	 1.1646 	 0.5928 	 0.4044 	 0.2489 	 0.1328 	 0.2771
16 	 45.5 	 0.1000 	 1.1916 	 0.5929 	 1.1567 	 0.6042 	 0.4323 	 0.2728 	 0.1482 	 0.2907
17 	 46.7 	 0.1000 	 1.1883 	 0.5958 	 1.0862 	 0.6357 	 0.4313 	 0.2485 	 0.1195 	 0.2582
18 	 46.6 	 0.1000 	 1.1829 	 0.5937 	 1.2402 	 0.5671 	 0.4047 	 0.2603 	 0.1447 	 0.2953
19 	 45.0 	 0.1000 	 1.1776 	 0.5968 	 1.0584 	 0.6480 	 0.4465 	 0.2704 	 0.1399 	 0.2739
20 	 46.6 	 0.1000 	 1.1692 	 0.6015 	 1.0757 	 0.6354 	 0.4470 	 0.2810 	 0.1468 	 0.2836
21 	 46.7 	 0.1000 	 1.1728 	 0.5997 	 1.1118 	 0.6234 	 0.4279 	 0.2533 	 0.1231 	 0.2656
22 	 46.0 	 0.1000 	 1.1771 	 0.5991 	 1.1025 	 0.6196 	 0.4299 	 0.2531 	 0.1276 	 0.2682
23 	 47.6 	 0.1000 	 1.1651 	 0.6030 	 1.0798 	 0.6421 	 0.4267 	 0.2402 	 0.1195 	 0.2549
24 	 48.4 	 0.1000 	 1.1650 	 0.6007 	 1.0779 	 0.6402 	 0.4345 	 0.2537 	 0.1379 	 0.2711
25 	 45.1 	 0.1000 	 1.1567 	 0.6069 	 1.1180 	 0.6193 	 0.4119 	 0.2391 	 0.1200 	 0.2585
26 	 47.4 	 0.1000 	 1.1566 	 0.6044 	 1.0591 	 0.6499 	 0.4423 	 0.2590 	 0.1264 	 0.2640
27 	 47.0 	 0.1000 	 1.1650 	 0.6021 	 1.0893 	 0.6309 	 0.4452 	 0.2708 	 0.1361 	 0.2777
28 	 47.6 	 0.1000 	 1.1553 	 0.6043 	 1.1202 	 0.6217 	 0.4124 	 0.2500 	 0.1394 	 0.2746
29 	 47.3 	 0.1000 	 1.1588 	 0.6050 	 1.1207 	 0.6113 	 0.4195 	 0.2540 	 0.1387 	 0.2791
30 	 46.2 	 0.1000 	 1.1514 	 0.6108 	 1.0632 	 0.6336 	 0.4388 	 0.2728 	 0.1495 	 0.2823
31 	 46.7 	 0.1000 	 1.1510 	 0.6102 	 1.0851 	 0.6359 	 0.4368 	 0.2656 	 0.1418 	 0.2749
32 	 47.8 	 0.1000 	 1.1492 	 0.6095 	 1.0891 	 0.6329 	 0.4368 	 0.2656 	 0.1439 	 0.2799
33 	 47.9 	 0.1000 	 1.1516 	 0.6074 	 1.0742 	 0.6365 	 0.4381 	 0.2692 	 0.1338 	 0.2718
34 	 47.6 	 0.1000 	 1.1514 	 0.6106 	 1.0688 	 0.6418 	 0.4528 	 0.2808 	 0.1521 	 0.2868
35 	 45.7 	 0.1000 	 1.1466 	 0.6120 	 1.0804 	 0.6327 	 0.4452 	 0.2804 	 0.1516 	 0.2866
36 	 47.8 	 0.1000 	 1.1450 	 0.6118 	 1.0712 	 0.6445 	 0.4422 	 0.2594 	 0.1285 	 0.2665
37 	 47.7 	 0.1000 	 1.1492 	 0.6101 	 1.0881 	 0.6238 	 0.4376 	 0.2673 	 0.1387 	 0.2810
38 	 44.2 	 0.1000 	 1.1452 	 0.6130 	 1.0441 	 0.6458 	 0.4542 	 0.2894 	 0.1614 	 0.2926
39 	 45.8 	 0.1000 	 1.1426 	 0.6111 	 1.0441 	 0.6436 	 0.4493 	 0.2783 	 0.1464 	 0.2797
40 	 46.0 	 0.1000 	 1.1418 	 0.6125 	 1.0628 	 0.6412 	 0.4473 	 0.2727 	 0.1450 	 0.2791
41 	 49.2 	 0.1000 	 1.1456 	 0.6101 	 1.0676 	 0.6363 	 0.4421 	 0.2732 	 0.1476 	 0.2828
42 	 48.6 	 0.1000 	 1.1408 	 0.6128 	 1.0793 	 0.6349 	 0.4523 	 0.2862 	 0.1550 	 0.2904
43 	 46.1 	 0.1000 	 1.1431 	 0.6122 	 1.0582 	 0.6414 	 0.4549 	 0.2846 	 0.1592 	 0.2907
44 	 49.1 	 0.1000 	 1.1450 	 0.6106 	 1.0916 	 0.6279 	 0.4298 	 0.2559 	 0.1354 	 0.2734
45 	 47.9 	 0.1000 	 1.1379 	 0.6111 	 1.0530 	 0.6496 	 0.4625 	 0.2863 	 0.1542 	 0.2875
46 	 46.3 	 0.1000 	 1.1392 	 0.6138 	 1.0675 	 0.6421 	 0.4355 	 0.2674 	 0.1400 	 0.2755
47 	 46.2 	 0.1000 	 1.1337 	 0.6155 	 1.0487 	 0.6510 	 0.4432 	 0.2686 	 0.1407 	 0.2739
48 	 47.2 	 0.1000 	 1.1333 	 0.6151 	 1.0716 	 0.6268 	 0.4495 	 0.2831 	 0.1585 	 0.2960
49 	 45.9 	 0.0100 	 1.1371 	 0.6138 	 1.0345 	 0.6498 	 0.4742 	 0.3039 	 0.1703 	 0.3004
50 	 48.9 	 0.0100 	 1.0124 	 0.6708 	 0.9413 	 0.6952 	 0.5000 	 0.3229 	 0.1813 	 0.2998
51 	 47.3 	 0.0100 	 0.9806 	 0.6844 	 0.9259 	 0.7041 	 0.5118 	 0.3318 	 0.1908 	 0.3052
52 	 47.2 	 0.0100 	 0.9658 	 0.6887 	 0.9272 	 0.7009 	 0.5108 	 0.3366 	 0.1961 	 0.3098
53 	 47.7 	 0.0100 	 0.9590 	 0.6934 	 0.9100 	 0.7063 	 0.5185 	 0.3397 	 0.1911 	 0.3086
54 	 47.6 	 0.0100 	 0.9529 	 0.6951 	 0.9104 	 0.7083 	 0.5241 	 0.3389 	 0.1911 	 0.3091
55 	 46.1 	 0.0100 	 0.9450 	 0.6977 	 0.9038 	 0.7035 	 0.5247 	 0.3435 	 0.1985 	 0.3153
56 	 45.6 	 0.0100 	 0.9422 	 0.7001 	 0.9008 	 0.7133 	 0.5263 	 0.3473 	 0.2013 	 0.3134
57 	 46.2 	 0.0100 	 0.9404 	 0.6976 	 0.9008 	 0.7144 	 0.5197 	 0.3370 	 0.1925 	 0.3051
58 	 48.1 	 0.0100 	 0.9363 	 0.7007 	 0.9041 	 0.7114 	 0.5211 	 0.3361 	 0.1909 	 0.3058
59 	 49.0 	 0.0100 	 0.9319 	 0.7020 	 0.8960 	 0.7125 	 0.5265 	 0.3507 	 0.2064 	 0.3178
60 	 48.8 	 0.0100 	 0.9320 	 0.7022 	 0.8946 	 0.7145 	 0.5280 	 0.3550 	 0.2082 	 0.3189
61 	 44.5 	 0.0100 	 0.9287 	 0.7029 	 0.8926 	 0.7113 	 0.5263 	 0.3443 	 0.1992 	 0.3106
62 	 48.1 	 0.0100 	 0.9259 	 0.7035 	 0.8874 	 0.7177 	 0.5279 	 0.3515 	 0.2089 	 0.3167
63 	 49.2 	 0.0100 	 0.9248 	 0.7053 	 0.8993 	 0.7064 	 0.5254 	 0.3461 	 0.1993 	 0.3168
64 	 49.1 	 0.0100 	 0.9228 	 0.7047 	 0.8945 	 0.7121 	 0.5353 	 0.3631 	 0.2185 	 0.3284
65 	 48.3 	 0.0100 	 0.9236 	 0.7046 	 0.8993 	 0.7065 	 0.5268 	 0.3464 	 0.2013 	 0.3176
66 	 47.7 	 0.0100 	 0.9220 	 0.7078 	 0.8865 	 0.7179 	 0.5318 	 0.3520 	 0.2066 	 0.3170
67 	 47.8 	 0.0100 	 0.9218 	 0.7055 	 0.9071 	 0.7024 	 0.5303 	 0.3603 	 0.2200 	 0.3322
68 	 48.9 	 0.0100 	 0.9232 	 0.7040 	 0.8897 	 0.7133 	 0.5325 	 0.3561 	 0.2071 	 0.3207
69 	 48.3 	 0.0100 	 0.9176 	 0.7074 	 0.8934 	 0.7099 	 0.5321 	 0.3628 	 0.2187 	 0.3282
70 	 48.2 	 0.0100 	 0.9176 	 0.7081 	 0.8842 	 0.7166 	 0.5346 	 0.3540 	 0.2095 	 0.3191
71 	 47.2 	 0.0100 	 0.9151 	 0.7073 	 0.8931 	 0.7076 	 0.5311 	 0.3523 	 0.2067 	 0.3221
72 	 46.8 	 0.0100 	 0.9147 	 0.7076 	 0.8915 	 0.7122 	 0.5285 	 0.3521 	 0.2073 	 0.3187
73 	 48.2 	 0.0100 	 0.9161 	 0.7078 	 0.8793 	 0.7215 	 0.5383 	 0.3608 	 0.2178 	 0.3263
74 	 48.1 	 0.0010 	 0.9138 	 0.7069 	 0.8964 	 0.7122 	 0.5275 	 0.3511 	 0.2054 	 0.3172
75 	 46.9 	 0.0010 	 0.8765 	 0.7286 	 0.8567 	 0.7315 	 0.5450 	 0.3674 	 0.2162 	 0.3231
76 	 44.7 	 0.0010 	 0.8665 	 0.7319 	 0.8577 	 0.7298 	 0.5445 	 0.3672 	 0.2161 	 0.3244
77 	 47.5 	 0.0010 	 0.8629 	 0.7339 	 0.8520 	 0.7315 	 0.5504 	 0.3736 	 0.2236 	 0.3277
78 	 47.5 	 0.0010 	 0.8604 	 0.7341 	 0.8515 	 0.7331 	 0.5488 	 0.3696 	 0.2190 	 0.3243
79 	 47.9 	 0.0010 	 0.8606 	 0.7345 	 0.8521 	 0.7352 	 0.5490 	 0.3705 	 0.2221 	 0.3244
80 	 47.1 	 0.0010 	 0.8593 	 0.7358 	 0.8497 	 0.7320 	 0.5481 	 0.3697 	 0.2198 	 0.3246
81 	 47.1 	 0.0010 	 0.8575 	 0.7362 	 0.8499 	 0.7328 	 0.5484 	 0.3671 	 0.2179 	 0.3237
82 	 46.9 	 0.0010 	 0.8562 	 0.7367 	 0.8513 	 0.7309 	 0.5487 	 0.3759 	 0.2289 	 0.3311
83 	 47.2 	 0.0010 	 0.8565 	 0.7378 	 0.8487 	 0.7350 	 0.5508 	 0.3748 	 0.2232 	 0.3277
84 	 47.6 	 0.0010 	 0.8544 	 0.7371 	 0.8503 	 0.7317 	 0.5496 	 0.3745 	 0.2232 	 0.3269
