Namespace(batch_size=128, epochs=100, lr_min=0.0, lr_max=0.1, weight_decay=0.0005, momentum=0.9, gamma=0.0, opt_level='O2', loss_scale='1.0', conv_layer='soc', init_channels=32, activation='maxmin', block_size=1, lln=False, data_dir='./cifar-data', dataset='cifar10', epsilon=36, out_dir='LipConvnet_cifar10_1_soc_32_maxmin_cr0.0', seed=0)
Epoch 	 Seconds 	 LR 	 Train Loss 	 Train Acc 	 Test Loss 	 Test Acc 	 Test Robust (36) 	 Test Robust (72) 	 Test Robust (108) 	 Test Cert
13 	 59.5 	 0.1000 	 1.1847 	 0.5928 	 1.0892 	 0.6245 	 0.4402 	 0.2659 	 0.1464 	 0.2849
14 	 60.1 	 0.1000 	 1.1769 	 0.5943 	 1.1109 	 0.6196 	 0.4322 	 0.2641 	 0.1435 	 0.2810
15 	 59.9 	 0.1000 	 1.1653 	 0.6012 	 1.1372 	 0.6046 	 0.4235 	 0.2606 	 0.1449 	 0.2848
16 	 61.0 	 0.1000 	 1.1654 	 0.6042 	 1.1424 	 0.6116 	 0.4447 	 0.2878 	 0.1625 	 0.3002
17 	 59.8 	 0.1000 	 1.1621 	 0.6029 	 1.0781 	 0.6366 	 0.4440 	 0.2659 	 0.1349 	 0.2727
18 	 59.8 	 0.1000 	 1.1573 	 0.6037 	 1.2247 	 0.5728 	 0.4144 	 0.2691 	 0.1584 	 0.3061
19 	 61.3 	 0.1000 	 1.1499 	 0.6088 	 1.0378 	 0.6533 	 0.4588 	 0.2823 	 0.1501 	 0.2806
20 	 61.5 	 0.1000 	 1.1420 	 0.6110 	 1.0416 	 0.6489 	 0.4620 	 0.2899 	 0.1582 	 0.2896
21 	 60.0 	 0.1000 	 1.1424 	 0.6086 	 1.1028 	 0.6203 	 0.4501 	 0.2868 	 0.1524 	 0.2936
22 	 61.3 	 0.1000 	 1.1469 	 0.6086 	 1.0623 	 0.6354 	 0.4486 	 0.2816 	 0.1504 	 0.2849
23 	 60.9 	 0.1000 	 1.1349 	 0.6143 	 1.0528 	 0.6464 	 0.4464 	 0.2735 	 0.1438 	 0.2769
24 	 61.5 	 0.1000 	 1.1364 	 0.6107 	 1.0649 	 0.6449 	 0.4410 	 0.2729 	 0.1522 	 0.2840
25 	 62.2 	 0.1000 	 1.1304 	 0.6153 	 1.0664 	 0.6384 	 0.4371 	 0.2709 	 0.1425 	 0.2763
26 	 62.3 	 0.1000 	 1.1287 	 0.6159 	 1.0531 	 0.6431 	 0.4531 	 0.2679 	 0.1377 	 0.2761
27 	 62.9 	 0.1000 	 1.1319 	 0.6162 	 1.0539 	 0.6464 	 0.4537 	 0.2771 	 0.1395 	 0.2812
28 	 62.4 	 0.1000 	 1.1238 	 0.6176 	 1.0855 	 0.6333 	 0.4277 	 0.2557 	 0.1444 	 0.2791
29 	 61.3 	 0.1000 	 1.1248 	 0.6156 	 1.0922 	 0.6230 	 0.4357 	 0.2721 	 0.1505 	 0.2856
30 	 62.2 	 0.1000 	 1.1239 	 0.6174 	 1.0231 	 0.6482 	 0.4585 	 0.2889 	 0.1579 	 0.2894
31 	 61.6 	 0.1000 	 1.1198 	 0.6200 	 1.0554 	 0.6443 	 0.4544 	 0.2796 	 0.1506 	 0.2834
32 	 62.0 	 0.1000 	 1.1197 	 0.6190 	 1.0663 	 0.6385 	 0.4508 	 0.2849 	 0.1622 	 0.2939
33 	 63.1 	 0.1000 	 1.1198 	 0.6191 	 1.0689 	 0.6328 	 0.4431 	 0.2781 	 0.1463 	 0.2826
34 	 62.0 	 0.1000 	 1.1200 	 0.6196 	 1.0353 	 0.6561 	 0.4609 	 0.2880 	 0.1626 	 0.2908
35 	 62.5 	 0.1000 	 1.1118 	 0.6238 	 1.0566 	 0.6424 	 0.4556 	 0.2886 	 0.1628 	 0.2940
36 	 62.1 	 0.1000 	 1.1105 	 0.6220 	 1.0668 	 0.6378 	 0.4467 	 0.2746 	 0.1363 	 0.2774
37 	 62.5 	 0.1000 	 1.1192 	 0.6201 	 1.0892 	 0.6155 	 0.4391 	 0.2814 	 0.1624 	 0.3016
38 	 62.5 	 0.1000 	 1.1104 	 0.6232 	 1.0324 	 0.6521 	 0.4680 	 0.3004 	 0.1716 	 0.3011
39 	 61.8 	 0.1000 	 1.1090 	 0.6218 	 1.0323 	 0.6524 	 0.4556 	 0.2869 	 0.1591 	 0.2879
40 	 61.2 	 0.1000 	 1.1077 	 0.6250 	 1.0321 	 0.6545 	 0.4560 	 0.2892 	 0.1561 	 0.2857
41 	 62.7 	 0.1000 	 1.1135 	 0.6230 	 1.0380 	 0.6471 	 0.4620 	 0.2908 	 0.1632 	 0.2965
42 	 62.1 	 0.1000 	 1.1068 	 0.6274 	 1.0603 	 0.6378 	 0.4681 	 0.3081 	 0.1733 	 0.3054
43 	 62.0 	 0.1000 	 1.1102 	 0.6256 	 1.0314 	 0.6492 	 0.4660 	 0.3030 	 0.1776 	 0.3018
44 	 62.0 	 0.1000 	 1.1146 	 0.6216 	 1.0787 	 0.6259 	 0.4352 	 0.2712 	 0.1527 	 0.2886
45 	 62.1 	 0.1000 	 1.1046 	 0.6226 	 1.0437 	 0.6428 	 0.4726 	 0.3141 	 0.1828 	 0.3112
46 	 63.3 	 0.1000 	 1.1074 	 0.6248 	 1.0266 	 0.6593 	 0.4638 	 0.2889 	 0.1583 	 0.2864
47 	 62.2 	 0.1000 	 1.1052 	 0.6235 	 1.0277 	 0.6532 	 0.4607 	 0.2834 	 0.1512 	 0.2843
48 	 62.4 	 0.1000 	 1.1005 	 0.6287 	 1.0298 	 0.6419 	 0.4665 	 0.2966 	 0.1683 	 0.3007
49 	 63.2 	 0.0100 	 1.1029 	 0.6249 	 1.0228 	 0.6505 	 0.4738 	 0.3122 	 0.1727 	 0.3052
50 	 62.3 	 0.0100 	 0.9799 	 0.6800 	 0.9123 	 0.7096 	 0.5192 	 0.3344 	 0.1937 	 0.3055
51 	 63.0 	 0.0100 	 0.9457 	 0.6963 	 0.8977 	 0.7112 	 0.5301 	 0.3468 	 0.2030 	 0.3162
52 	 62.1 	 0.0100 	 0.9305 	 0.7015 	 0.8980 	 0.7088 	 0.5268 	 0.3468 	 0.2062 	 0.3181
53 	 62.7 	 0.0100 	 0.9234 	 0.7053 	 0.8816 	 0.7159 	 0.5322 	 0.3530 	 0.2080 	 0.3198
54 	 63.0 	 0.0100 	 0.9175 	 0.7063 	 0.8794 	 0.7196 	 0.5359 	 0.3561 	 0.2053 	 0.3189
55 	 60.8 	 0.0100 	 0.9100 	 0.7086 	 0.8759 	 0.7180 	 0.5396 	 0.3552 	 0.2143 	 0.3235
56 	 63.9 	 0.0100 	 0.9051 	 0.7110 	 0.8728 	 0.7197 	 0.5428 	 0.3659 	 0.2182 	 0.3258
57 	 63.0 	 0.0100 	 0.9037 	 0.7107 	 0.8703 	 0.7206 	 0.5432 	 0.3550 	 0.2129 	 0.3208
58 	 62.5 	 0.0100 	 0.8987 	 0.7136 	 0.8722 	 0.7209 	 0.5379 	 0.3521 	 0.2089 	 0.3179
59 	 64.3 	 0.0100 	 0.8962 	 0.7150 	 0.8673 	 0.7211 	 0.5447 	 0.3643 	 0.2185 	 0.3284
60 	 63.3 	 0.0100 	 0.8947 	 0.7146 	 0.8627 	 0.7212 	 0.5497 	 0.3703 	 0.2259 	 0.3329
61 	 63.1 	 0.0100 	 0.8888 	 0.7176 	 0.8604 	 0.7232 	 0.5444 	 0.3668 	 0.2204 	 0.3269
62 	 62.2 	 0.0100 	 0.8868 	 0.7176 	 0.8585 	 0.7239 	 0.5456 	 0.3691 	 0.2236 	 0.3316
63 	 61.5 	 0.0100 	 0.8859 	 0.7183 	 0.8631 	 0.7212 	 0.5408 	 0.3659 	 0.2173 	 0.3284
64 	 62.0 	 0.0100 	 0.8837 	 0.7187 	 0.8655 	 0.7174 	 0.5472 	 0.3848 	 0.2393 	 0.3463
65 	 62.2 	 0.0100 	 0.8834 	 0.7175 	 0.8673 	 0.7201 	 0.5416 	 0.3603 	 0.2207 	 0.3284
66 	 62.5 	 0.0100 	 0.8816 	 0.7195 	 0.8564 	 0.7284 	 0.5513 	 0.3711 	 0.2216 	 0.3285
67 	 62.0 	 0.0100 	 0.8805 	 0.7197 	 0.8698 	 0.7173 	 0.5485 	 0.3846 	 0.2399 	 0.3466
68 	 62.9 	 0.0100 	 0.8827 	 0.7177 	 0.8545 	 0.7256 	 0.5513 	 0.3725 	 0.2305 	 0.3345
69 	 62.1 	 0.0100 	 0.8766 	 0.7216 	 0.8515 	 0.7264 	 0.5547 	 0.3844 	 0.2365 	 0.3408
70 	 63.1 	 0.0100 	 0.8751 	 0.7221 	 0.8479 	 0.7295 	 0.5560 	 0.3773 	 0.2344 	 0.3360
71 	 61.6 	 0.0100 	 0.8740 	 0.7225 	 0.8531 	 0.7243 	 0.5540 	 0.3760 	 0.2343 	 0.3391
72 	 62.7 	 0.0100 	 0.8737 	 0.7220 	 0.8584 	 0.7229 	 0.5459 	 0.3656 	 0.2268 	 0.3319
73 	 62.5 	 0.0100 	 0.8744 	 0.7229 	 0.8459 	 0.7305 	 0.5579 	 0.3833 	 0.2385 	 0.3415
74 	 63.2 	 0.0010 	 0.8711 	 0.7214 	 0.8641 	 0.7186 	 0.5464 	 0.3648 	 0.2226 	 0.3319
75 	 62.7 	 0.0010 	 0.8358 	 0.7415 	 0.8234 	 0.7403 	 0.5664 	 0.3838 	 0.2359 	 0.3368
76 	 63.1 	 0.0010 	 0.8251 	 0.7473 	 0.8220 	 0.7421 	 0.5666 	 0.3864 	 0.2400 	 0.3392
77 	 62.6 	 0.0010 	 0.8225 	 0.7473 	 0.8181 	 0.7427 	 0.5709 	 0.3938 	 0.2462 	 0.3432
78 	 62.0 	 0.0010 	 0.8189 	 0.7482 	 0.8164 	 0.7423 	 0.5716 	 0.3886 	 0.2423 	 0.3408
79 	 61.9 	 0.0010 	 0.8180 	 0.7487 	 0.8157 	 0.7420 	 0.5703 	 0.3900 	 0.2427 	 0.3421
80 	 61.9 	 0.0010 	 0.8170 	 0.7483 	 0.8142 	 0.7427 	 0.5712 	 0.3903 	 0.2414 	 0.3410
81 	 61.8 	 0.0010 	 0.8156 	 0.7500 	 0.8141 	 0.7451 	 0.5707 	 0.3884 	 0.2403 	 0.3388
82 	 62.4 	 0.0010 	 0.8137 	 0.7503 	 0.8164 	 0.7428 	 0.5692 	 0.3942 	 0.2481 	 0.3457
83 	 62.3 	 0.0010 	 0.8134 	 0.7496 	 0.8139 	 0.7448 	 0.5719 	 0.3940 	 0.2463 	 0.3437
84 	 62.0 	 0.0010 	 0.8104 	 0.7528 	 0.8132 	 0.7430 	 0.5696 	 0.3900 	 0.2431 	 0.3430
85 	 61.2 	 0.0010 	 0.8110 	 0.7520 	 0.8111 	 0.7449 	 0.5742 	 0.3956 	 0.2475 	 0.3442
86 	 62.1 	 0.0010 	 0.8087 	 0.7545 	 0.8116 	 0.7452 	 0.5758 	 0.3963 	 0.2481 	 0.3467
87 	 60.9 	 0.0010 	 0.8083 	 0.7523 	 0.8109 	 0.7448 	 0.5724 	 0.3930 	 0.2440 	 0.3430
88 	 62.6 	 0.0010 	 0.8084 	 0.7534 	 0.8097 	 0.7471 	 0.5759 	 0.3940 	 0.2478 	 0.3437
89 	 61.5 	 0.0010 	 0.8075 	 0.7534 	 0.8106 	 0.7456 	 0.5724 	 0.3964 	 0.2485 	 0.3439
90 	 62.3 	 0.0010 	 0.8068 	 0.7539 	 0.8091 	 0.7460 	 0.5755 	 0.3972 	 0.2501 	 0.3463
91 	 63.0 	 0.0010 	 0.8060 	 0.7556 	 0.8074 	 0.7465 	 0.5767 	 0.3976 	 0.2507 	 0.3472
92 	 62.4 	 0.0010 	 0.8026 	 0.7539 	 0.8070 	 0.7450 	 0.5783 	 0.4021 	 0.2524 	 0.3490
93 	 62.4 	 0.0010 	 0.8014 	 0.7551 	 0.8076 	 0.7464 	 0.5760 	 0.3953 	 0.2447 	 0.3440
94 	 62.2 	 0.0010 	 0.8020 	 0.7540 	 0.8062 	 0.7459 	 0.5753 	 0.4004 	 0.2493 	 0.3468
95 	 62.6 	 0.0010 	 0.8026 	 0.7567 	 0.8061 	 0.7460 	 0.5795 	 0.4002 	 0.2533 	 0.3492
96 	 62.4 	 0.0010 	 0.8011 	 0.7575 	 0.8061 	 0.7474 	 0.5742 	 0.3961 	 0.2475 	 0.3446
97 	 62.3 	 0.0010 	 0.8011 	 0.7552 	 0.8048 	 0.7472 	 0.5734 	 0.3976 	 0.2470 	 0.3443
98 	 61.8 	 0.0010 	 0.7997 	 0.7552 	 0.8074 	 0.7443 	 0.5757 	 0.3985 	 0.2513 	 0.3471
99 	 62.2 	 0.0010 	 0.7989 	 0.7551 	 0.8047 	 0.7461 	 0.5774 	 0.3982 	 0.2487 	 0.3462
Total train time: 102.9495 minutes
Best Epoch 	 Test Loss 	 Test Acc 	 Test Robust (36) 	 Test Robust (72) 	 Test Robust (108) 	 Mean Cert 	 Test Time
95 	 0.8062 	 0.7461 	 0.5784 	 0.3998 	 0.2534 	 0.3491 	 11.1430
Last Epoch 	 Test Loss 	 Test Acc 	 Test Robust (36) 	 Test Robust (72) 	 Test Robust (108) 	 Mean Cert 	 Test Time
99 	 0.8047 	 0.7462 	 0.5774 	 0.3981 	 0.2488 	 0.3462 	 11.1842
