Namespace(batch_size=128, epochs=100, lr_min=0.0, lr_max=0.1, weight_decay=0.0005, momentum=0.9, gamma=0.0, opt_level='O2', loss_scale='1.0', conv_layer='soc', init_channels=32, activation='maxmin', block_size=1, lln=False, data_dir='./cifar-data', dataset='cifar10', epsilon=36, out_dir='LipConvnet_cifar10_1_soc_32_maxmin_cr0.0', seed=0)
Epoch 	 Seconds 	 LR 	 Train Loss 	 Train Acc 	 Test Loss 	 Test Acc 	 Test Robust (36) 	 Test Robust (72) 	 Test Robust (108) 	 Test Cert
39 	 52.2 	 49.1 	 0.1000 	 1.0644 	 0.6363 	 0.9587 	 0.6790 	 0.4966 	 0.3221 	 0.1821 	 0.3060
40 	 52.8 	 50.1 	 0.1000 	 1.0648 	 0.6376 	 0.9970 	 0.6596 	 0.4810 	 0.3089 	 0.1763 	 0.3003
41 	 49.1 	 46.4 	 0.1000 	 1.0663 	 0.6352 	 1.0269 	 0.6518 	 0.4836 	 0.3242 	 0.1998 	 0.3305
42 	 50.4 	 47.7 	 0.1000 	 1.0588 	 0.6390 	 1.0185 	 0.6546 	 0.4900 	 0.3356 	 0.1993 	 0.3271
43 	 49.6 	 46.9 	 0.1000 	 1.0638 	 0.6371 	 1.0100 	 0.6506 	 0.4940 	 0.3426 	 0.2131 	 0.3373
44 	 48.8 	 46.1 	 0.1000 	 1.0704 	 0.6349 	 1.0417 	 0.6455 	 0.4615 	 0.2948 	 0.1648 	 0.2985
45 	 49.0 	 46.2 	 0.1000 	 1.0536 	 0.6400 	 0.9677 	 0.6788 	 0.4945 	 0.3175 	 0.1835 	 0.3050
46 	 51.1 	 48.3 	 0.1000 	 1.0630 	 0.6348 	 1.0055 	 0.6615 	 0.4866 	 0.3201 	 0.1892 	 0.3152
47 	 49.9 	 47.2 	 0.1000 	 1.0526 	 0.6393 	 0.9424 	 0.6913 	 0.5033 	 0.3258 	 0.1883 	 0.3067
48 	 50.2 	 47.5 	 0.1000 	 1.0520 	 0.6430 	 0.9935 	 0.6524 	 0.4937 	 0.3363 	 0.2043 	 0.3331
49 	 47.7 	 44.3 	 0.0100 	 1.0534 	 0.6395 	 1.0627 	 0.6486 	 0.4424 	 0.2576 	 0.1263 	 0.2630
50 	 62.4 	 59.0 	 0.0100 	 1.0512 	 0.6658 	 0.9751 	 0.6916 	 0.4839 	 0.2918 	 0.1460 	 0.2739
51 	 62.4 	 59.1 	 0.0100 	 1.0189 	 0.6764 	 0.9561 	 0.6943 	 0.4957 	 0.3096 	 0.1614 	 0.2863
52 	 62.2 	 58.8 	 0.0100 	 1.0038 	 0.6810 	 0.9578 	 0.6883 	 0.4913 	 0.3179 	 0.1735 	 0.2955
53 	 62.4 	 59.1 	 0.0100 	 0.9983 	 0.6823 	 0.9392 	 0.7023 	 0.5014 	 0.3195 	 0.1699 	 0.2910
54 	 61.9 	 58.4 	 0.0100 	 0.9945 	 0.6827 	 0.9403 	 0.7016 	 0.5008 	 0.3152 	 0.1666 	 0.2903
55 	 61.0 	 57.5 	 0.0100 	 0.9892 	 0.6844 	 0.9335 	 0.6998 	 0.5060 	 0.3195 	 0.1679 	 0.2912
56 	 62.8 	 59.5 	 0.0100 	 0.9915 	 0.6818 	 0.9278 	 0.7045 	 0.5081 	 0.3218 	 0.1755 	 0.2950
57 	 62.1 	 58.7 	 0.0100 	 0.9911 	 0.6824 	 0.9526 	 0.6929 	 0.5038 	 0.3155 	 0.1725 	 0.2951
58 	 60.0 	 56.6 	 0.0100 	 0.9943 	 0.6787 	 0.9404 	 0.6954 	 0.5012 	 0.3187 	 0.1787 	 0.2964
59 	 61.8 	 58.3 	 0.0100 	 0.9909 	 0.6807 	 0.9448 	 0.6923 	 0.5010 	 0.3283 	 0.1876 	 0.3040
60 	 63.1 	 59.8 	 0.0100 	 0.9923 	 0.6785 	 0.9357 	 0.6979 	 0.5094 	 0.3269 	 0.1859 	 0.3037
61 	 62.8 	 59.4 	 0.0100 	 0.9891 	 0.6807 	 0.9440 	 0.6928 	 0.4991 	 0.3133 	 0.1700 	 0.2942
62 	 62.5 	 59.1 	 0.0100 	 0.9898 	 0.6776 	 0.9368 	 0.6973 	 0.5064 	 0.3238 	 0.1871 	 0.3064
63 	 61.6 	 58.3 	 0.0100 	 0.9911 	 0.6777 	 0.9368 	 0.6948 	 0.5099 	 0.3252 	 0.1743 	 0.2993
64 	 62.0 	 58.0 	 0.0100 	 0.9864 	 0.6795 	 0.9210 	 0.7069 	 0.5194 	 0.3419 	 0.1943 	 0.3079
65 	 76.0 	 72.0 	 0.0100 	 0.9805 	 0.6813 	 0.9194 	 0.7026 	 0.5156 	 0.3324 	 0.1881 	 0.3084
66 	 74.7 	 70.6 	 0.0100 	 0.9731 	 0.6857 	 0.9199 	 0.7062 	 0.5167 	 0.3308 	 0.1838 	 0.3038
67 	 76.0 	 71.7 	 0.0100 	 0.9727 	 0.6837 	 0.9396 	 0.6877 	 0.5130 	 0.3471 	 0.2078 	 0.3223
68 	 79.0 	 74.9 	 0.0100 	 0.9732 	 0.6861 	 0.9345 	 0.6966 	 0.5087 	 0.3399 	 0.2020 	 0.3167
69 	 80.7 	 76.3 	 0.0100 	 0.9710 	 0.6841 	 0.9036 	 0.7108 	 0.5249 	 0.3356 	 0.1857 	 0.3021
70 	 82.7 	 77.9 	 0.0100 	 0.9682 	 0.6863 	 0.9263 	 0.6940 	 0.5200 	 0.3436 	 0.1996 	 0.3168
71 	 83.6 	 78.9 	 0.0100 	 0.9649 	 0.6888 	 0.9284 	 0.6965 	 0.5141 	 0.3334 	 0.1921 	 0.3107
72 	 80.7 	 76.2 	 0.0100 	 0.9674 	 0.6872 	 0.9083 	 0.7062 	 0.5224 	 0.3341 	 0.1880 	 0.3040
73 	 86.2 	 81.7 	 0.0100 	 0.9660 	 0.6848 	 0.9190 	 0.7040 	 0.5209 	 0.3269 	 0.1820 	 0.3016
74 	 86.7 	 82.2 	 0.0010 	 0.9640 	 0.6871 	 0.9224 	 0.7031 	 0.5137 	 0.3306 	 0.1876 	 0.3061
75 	 85.6 	 81.0 	 0.0010 	 0.9128 	 0.7158 	 0.8718 	 0.7270 	 0.5428 	 0.3541 	 0.2024 	 0.3112
76 	 81.1 	 76.6 	 0.0010 	 0.9021 	 0.7217 	 0.8699 	 0.7277 	 0.5418 	 0.3530 	 0.2041 	 0.3131
77 	 80.5 	 76.1 	 0.0010 	 0.9009 	 0.7213 	 0.8682 	 0.7275 	 0.5412 	 0.3549 	 0.2084 	 0.3152
78 	 83.7 	 79.2 	 0.0010 	 0.8997 	 0.7207 	 0.8641 	 0.7290 	 0.5432 	 0.3571 	 0.2071 	 0.3152
79 	 82.5 	 78.1 	 0.0010 	 0.8985 	 0.7198 	 0.8638 	 0.7286 	 0.5458 	 0.3541 	 0.2060 	 0.3131
80 	 82.4 	 77.8 	 0.0010 	 0.8975 	 0.7191 	 0.8651 	 0.7245 	 0.5426 	 0.3553 	 0.2029 	 0.3135
81 	 83.8 	 79.5 	 0.0010 	 0.8979 	 0.7214 	 0.8641 	 0.7292 	 0.5425 	 0.3537 	 0.2014 	 0.3109
82 	 84.6 	 80.3 	 0.0010 	 0.8970 	 0.7222 	 0.8699 	 0.7254 	 0.5431 	 0.3643 	 0.2126 	 0.3193
83 	 81.2 	 76.7 	 0.0010 	 0.8973 	 0.7206 	 0.8630 	 0.7291 	 0.5440 	 0.3593 	 0.2053 	 0.3149
84 	 86.6 	 81.6 	 0.0010 	 0.8950 	 0.7230 	 0.8704 	 0.7293 	 0.5392 	 0.3543 	 0.2044 	 0.3126
85 	 84.6 	 79.6 	 0.0010 	 0.8955 	 0.7212 	 0.8639 	 0.7288 	 0.5448 	 0.3608 	 0.2117 	 0.3164
86 	 79.6 	 75.3 	 0.0010 	 0.8937 	 0.7245 	 0.8687 	 0.7221 	 0.5477 	 0.3654 	 0.2143 	 0.3233
87 	 80.1 	 75.7 	 0.0010 	 0.8957 	 0.7218 	 0.8639 	 0.7288 	 0.5465 	 0.3659 	 0.2145 	 0.3207
88 	 80.1 	 75.8 	 0.0010 	 0.8935 	 0.7238 	 0.8645 	 0.7245 	 0.5430 	 0.3508 	 0.2022 	 0.3130
89 	 83.0 	 77.9 	 0.0010 	 0.8967 	 0.7218 	 0.8683 	 0.7226 	 0.5423 	 0.3620 	 0.2101 	 0.3185
90 	 82.4 	 78.1 	 0.0010 	 0.8947 	 0.7217 	 0.8603 	 0.7290 	 0.5457 	 0.3608 	 0.2093 	 0.3170
91 	 81.7 	 77.3 	 0.0010 	 0.8956 	 0.7224 	 0.8627 	 0.7270 	 0.5451 	 0.3618 	 0.2099 	 0.3176
92 	 80.3 	 75.7 	 0.0010 	 0.8912 	 0.7237 	 0.8589 	 0.7316 	 0.5505 	 0.3576 	 0.2087 	 0.3142
93 	 84.8 	 79.7 	 0.0010 	 0.8923 	 0.7221 	 0.8627 	 0.7253 	 0.5416 	 0.3531 	 0.2006 	 0.3113
94 	 88.8 	 84.2 	 0.0010 	 0.8932 	 0.7212 	 0.8658 	 0.7258 	 0.5481 	 0.3613 	 0.2142 	 0.3215
95 	 85.7 	 81.2 	 0.0010 	 0.8934 	 0.7222 	 0.8599 	 0.7312 	 0.5495 	 0.3685 	 0.2192 	 0.3224
96 	 92.8 	 88.1 	 0.0010 	 0.8943 	 0.7210 	 0.8705 	 0.7196 	 0.5449 	 0.3636 	 0.2180 	 0.3235
97 	 83.5 	 78.9 	 0.0010 	 0.8943 	 0.7213 	 0.8672 	 0.7263 	 0.5418 	 0.3508 	 0.2015 	 0.3113
98 	 84.4 	 79.7 	 0.0010 	 0.8915 	 0.7208 	 0.8634 	 0.7275 	 0.5462 	 0.3625 	 0.2163 	 0.3211
99 	 87.3 	 82.4 	 0.0010 	 0.8915 	 0.7236 	 0.8597 	 0.7313 	 0.5505 	 0.3649 	 0.2115 	 0.3182
Total train time: 103.0197 minutes
Best Epoch 	 Test Loss 	 Test Acc 	 Test Robust (36) 	 Test Robust (72) 	 Test Robust (108) 	 Mean Cert 	 Test Time
19 	 0.8466 	 0.7070 	 0.5617 	 0.4064 	 0.2683 	 0.3728 	 4.1882
Last Epoch 	 Test Loss 	 Test Acc 	 Test Robust (36) 	 Test Robust (72) 	 Test Robust (108) 	 Mean Cert 	 Test Time
99 	 0.8025 	 0.7328 	 0.6066 	 0.4701 	 0.3409 	 0.4480 	 4.0403
