Namespace(batch_size=128, epochs=100, lr_min=0.0, lr_max=0.1, weight_decay=0.0005, momentum=0.9, gamma=0.0, opt_level='O2', loss_scale='1.0', conv_layer='soc', init_channels=32, activation='maxmin', block_size=1, lln=False, data_dir='./cifar-data', dataset='cifar10', epsilon=36, out_dir='LipConvnet_cifar10_1_soc_32_maxmin_cr0.0', seed=0)
Epoch 	 Seconds 	 LR 	 Train Loss 	 Train Acc 	 Test Loss 	 Test Acc 	 Test Robust (36) 	 Test Robust (72) 	 Test Robust (108) 	 Test Cert
0 	 60.0 	 55.8 	 0.1000 	 1.8028 	 0.3524 	 1.4943 	 0.4707 	 0.2285 	 0.0860 	 0.0233 	 0.1647
1 	 59.8 	 55.8 	 0.1000 	 1.5128 	 0.4592 	 1.3647 	 0.5170 	 0.2869 	 0.1272 	 0.0479 	 0.1959
2 	 59.9 	 55.9 	 0.1000 	 1.4273 	 0.4924 	 1.3341 	 0.5254 	 0.3364 	 0.1815 	 0.0773 	 0.2356
3 	 61.2 	 56.9 	 0.1000 	 1.3840 	 0.5103 	 1.2473 	 0.5629 	 0.3610 	 0.1951 	 0.0904 	 0.2414
4 	 62.9 	 59.0 	 0.1000 	 1.3394 	 0.5316 	 1.2535 	 0.5631 	 0.3404 	 0.1783 	 0.0816 	 0.2286
5 	 64.5 	 59.7 	 0.1000 	 1.3110 	 0.5387 	 1.2096 	 0.5729 	 0.3764 	 0.2035 	 0.0861 	 0.2405
6 	 63.4 	 58.8 	 0.1000 	 1.2860 	 0.5541 	 1.1901 	 0.5862 	 0.3781 	 0.2130 	 0.0994 	 0.2473
7 	 63.8 	 59.3 	 0.1000 	 1.2695 	 0.5601 	 1.1567 	 0.6023 	 0.3972 	 0.2313 	 0.1162 	 0.2583
8 	 62.1 	 58.1 	 0.1000 	 1.2493 	 0.5657 	 1.1728 	 0.5996 	 0.3888 	 0.2094 	 0.0911 	 0.2394
9 	 63.4 	 58.4 	 0.1000 	 1.2450 	 0.5700 	 1.1297 	 0.6111 	 0.4199 	 0.2471 	 0.1188 	 0.2636
10 	 62.6 	 58.0 	 0.1000 	 1.2341 	 0.5734 	 1.1460 	 0.6050 	 0.3960 	 0.2201 	 0.1081 	 0.2491
11 	 66.4 	 61.9 	 0.1000 	 1.2232 	 0.5766 	 1.1082 	 0.6202 	 0.4252 	 0.2545 	 0.1323 	 0.2688
12 	 66.9 	 62.6 	 0.1000 	 1.2169 	 0.5803 	 1.1041 	 0.6317 	 0.4202 	 0.2441 	 0.1196 	 0.2567
13 	 64.5 	 60.1 	 0.1000 	 1.2198 	 0.5807 	 1.1191 	 0.6145 	 0.4284 	 0.2600 	 0.1416 	 0.2816
14 	 64.9 	 60.5 	 0.1000 	 1.2116 	 0.5830 	 1.1557 	 0.6011 	 0.4038 	 0.2393 	 0.1219 	 0.2671
15 	 63.9 	 59.9 	 0.1000 	 1.2078 	 0.5864 	 1.1330 	 0.6059 	 0.4209 	 0.2572 	 0.1343 	 0.2769
16 	 62.9 	 58.2 	 0.1000 	 1.2059 	 0.5889 	 1.1531 	 0.6108 	 0.4340 	 0.2662 	 0.1407 	 0.2807
17 	 64.4 	 60.0 	 0.1000 	 1.1980 	 0.5911 	 1.0868 	 0.6297 	 0.4322 	 0.2579 	 0.1272 	 0.2661
18 	 64.0 	 59.8 	 0.1000 	 1.1958 	 0.5891 	 1.2437 	 0.5704 	 0.4058 	 0.2600 	 0.1367 	 0.2907
19 	 64.1 	 59.6 	 0.1000 	 1.1906 	 0.5919 	 1.0881 	 0.6332 	 0.4341 	 0.2573 	 0.1291 	 0.2676
20 	 67.0 	 62.8 	 0.1000 	 1.1821 	 0.5931 	 1.0967 	 0.6273 	 0.4407 	 0.2772 	 0.1449 	 0.2849
21 	 65.3 	 60.6 	 0.1000 	 1.1857 	 0.5935 	 1.0974 	 0.6293 	 0.4436 	 0.2625 	 0.1325 	 0.2704
22 	 65.9 	 61.7 	 0.1000 	 1.1864 	 0.5963 	 1.0934 	 0.6296 	 0.4290 	 0.2542 	 0.1296 	 0.2675
23 	 70.8 	 65.8 	 0.1000 	 1.1768 	 0.5983 	 1.1023 	 0.6279 	 0.4226 	 0.2332 	 0.1194 	 0.2596
24 	 70.2 	 65.4 	 0.1000 	 1.1787 	 0.5946 	 1.1079 	 0.6297 	 0.4244 	 0.2450 	 0.1267 	 0.2655
25 	 69.2 	 64.6 	 0.1000 	 1.1742 	 0.5984 	 1.1036 	 0.6224 	 0.4212 	 0.2543 	 0.1311 	 0.2694
26 	 67.7 	 63.3 	 0.1000 	 1.1689 	 0.6028 	 1.0624 	 0.6467 	 0.4407 	 0.2570 	 0.1239 	 0.2625
27 	 66.7 	 61.9 	 0.1000 	 1.1723 	 0.5975 	 1.1069 	 0.6276 	 0.4276 	 0.2408 	 0.1125 	 0.2580
28 	 70.4 	 65.9 	 0.1000 	 1.1649 	 0.5995 	 1.0783 	 0.6399 	 0.4319 	 0.2519 	 0.1305 	 0.2669
29 	 66.2 	 61.4 	 0.1000 	 1.1676 	 0.6021 	 1.1327 	 0.6071 	 0.4137 	 0.2496 	 0.1356 	 0.2740
30 	 67.8 	 62.9 	 0.1000 	 1.1628 	 0.6047 	 1.0474 	 0.6440 	 0.4482 	 0.2722 	 0.1388 	 0.2751
31 	 77.3 	 71.9 	 0.1000 	 1.1605 	 0.6041 	 1.0705 	 0.6454 	 0.4454 	 0.2711 	 0.1385 	 0.2710
32 	 72.5 	 68.0 	 0.1000 	 1.1628 	 0.6022 	 1.0955 	 0.6245 	 0.4308 	 0.2601 	 0.1363 	 0.2774
33 	 66.6 	 62.5 	 0.1000 	 1.1586 	 0.6033 	 1.0781 	 0.6361 	 0.4319 	 0.2526 	 0.1260 	 0.2622
34 	 69.8 	 64.4 	 0.1000 	 1.1621 	 0.6029 	 1.0648 	 0.6451 	 0.4540 	 0.2792 	 0.1454 	 0.2822
35 	 69.8 	 65.5 	 0.1000 	 1.1556 	 0.6045 	 1.0699 	 0.6417 	 0.4601 	 0.2805 	 0.1534 	 0.2858
36 	 69.4 	 64.8 	 0.1000 	 1.1526 	 0.6064 	 1.0905 	 0.6319 	 0.4326 	 0.2553 	 0.1289 	 0.2663
37 	 69.4 	 64.9 	 0.1000 	 1.1608 	 0.6044 	 1.0910 	 0.6234 	 0.4314 	 0.2645 	 0.1381 	 0.2777
38 	 65.8 	 60.7 	 0.1000 	 1.1561 	 0.6077 	 1.0459 	 0.6475 	 0.4554 	 0.2770 	 0.1424 	 0.2781
39 	 70.3 	 65.7 	 0.1000 	 1.1532 	 0.6055 	 1.0486 	 0.6471 	 0.4468 	 0.2701 	 0.1356 	 0.2689
40 	 71.7 	 67.0 	 0.1000 	 1.1581 	 0.6046 	 1.0683 	 0.6457 	 0.4410 	 0.2600 	 0.1330 	 0.2672
41 	 67.3 	 63.0 	 0.1000 	 1.1579 	 0.6057 	 1.0567 	 0.6379 	 0.4555 	 0.2849 	 0.1563 	 0.2910
42 	 66.1 	 61.7 	 0.1000 	 1.1524 	 0.6075 	 1.0964 	 0.6263 	 0.4482 	 0.2824 	 0.1541 	 0.2917
43 	 65.2 	 61.1 	 0.1000 	 1.1575 	 0.6067 	 1.0782 	 0.6292 	 0.4577 	 0.2985 	 0.1670 	 0.3002
44 	 64.9 	 60.6 	 0.1000 	 1.1621 	 0.6055 	 1.0894 	 0.6288 	 0.4359 	 0.2614 	 0.1410 	 0.2766
45 	 66.3 	 61.9 	 0.1000 	 1.1473 	 0.6089 	 1.0786 	 0.6410 	 0.4539 	 0.2776 	 0.1478 	 0.2806
