Namespace(batch_size=128, epochs=100, lr_min=0.0, lr_max=0.1, weight_decay=0.0005, momentum=0.9, gamma=0.0, opt_level='O0', loss_scale='1.0', conv_layer='soc', init_channels=32, activation='maxmin', block_size=1, lln=False, data_dir='./cifar-data', dataset='cifar10', epsilon=36, out_dir='LipConvnet_cifar10_1_soc_32_maxmin_cr0.0', seed=0)
Epoch 	 Seconds 	 LR 	 Train Loss 	 Train Acc 	 Test Loss 	 Test Acc 	 Test Robust (36) 	 Test Robust (72) 	 Test Robust (108) 	 Test Cert
47 	 50.4 	 40.8 	 0.1000 	 0.9777 	 0.6587 	 1.4566 	 0.5060 	 0.2677 	 0.0991 	 0.0280 	 0.1765
48 	 51.2 	 41.3 	 0.1000 	 0.9726 	 0.6615 	 1.5340 	 0.4691 	 0.2390 	 0.0853 	 0.0230 	 0.1717
49 	 50.5 	 41.0 	 0.0100 	 0.9727 	 0.6611 	 1.4407 	 0.5076 	 0.2659 	 0.0918 	 0.0208 	 0.1708
50 	 50.5 	 41.0 	 0.0100 	 0.8210 	 0.7204 	 1.3595 	 0.5508 	 0.2928 	 0.1094 	 0.0274 	 0.1764
51 	 50.7 	 41.1 	 0.0100 	 0.7718 	 0.7396 	 1.3504 	 0.5484 	 0.3033 	 0.1161 	 0.0332 	 0.1832
52 	 51.4 	 42.0 	 0.0100 	 0.7550 	 0.7437 	 1.3732 	 0.5519 	 0.2936 	 0.1088 	 0.0285 	 0.1769
53 	 51.2 	 42.0 	 0.0100 	 0.7406 	 0.7505 	 1.3717 	 0.5470 	 0.2909 	 0.1153 	 0.0326 	 0.1804
54 	 51.0 	 41.5 	 0.0100 	 0.7312 	 0.7532 	 1.4222 	 0.5157 	 0.2804 	 0.1039 	 0.0267 	 0.1783
55 	 51.7 	 42.1 	 0.0100 	 0.7238 	 0.7560 	 1.3873 	 0.5375 	 0.2865 	 0.1065 	 0.0279 	 0.1760
56 	 51.4 	 41.6 	 0.0100 	 0.7170 	 0.7581 	 1.4135 	 0.5293 	 0.2829 	 0.1063 	 0.0269 	 0.1780
57 	 51.3 	 41.5 	 0.0100 	 0.7115 	 0.7612 	 1.3899 	 0.5342 	 0.2840 	 0.1010 	 0.0247 	 0.1745
58 	 51.1 	 41.5 	 0.0100 	 0.7030 	 0.7647 	 1.4144 	 0.5108 	 0.2787 	 0.1090 	 0.0275 	 0.1812
59 	 51.1 	 41.5 	 0.0100 	 0.7000 	 0.7639 	 1.3783 	 0.5376 	 0.2921 	 0.1143 	 0.0319 	 0.1818
60 	 51.2 	 41.8 	 0.0100 	 0.6969 	 0.7671 	 1.3928 	 0.5392 	 0.2920 	 0.1117 	 0.0258 	 0.1786
61 	 51.3 	 41.8 	 0.0100 	 0.6892 	 0.7685 	 1.4294 	 0.5203 	 0.2740 	 0.1033 	 0.0263 	 0.1766
62 	 51.6 	 42.3 	 0.0100 	 0.6852 	 0.7687 	 1.3889 	 0.5382 	 0.2935 	 0.1187 	 0.0344 	 0.1843
63 	 51.9 	 42.6 	 0.0100 	 0.6833 	 0.7690 	 1.4385 	 0.5147 	 0.2798 	 0.1032 	 0.0242 	 0.1781
64 	 51.1 	 41.5 	 0.0100 	 0.6782 	 0.7730 	 1.3340 	 0.5678 	 0.3101 	 0.1169 	 0.0274 	 0.1791
65 	 51.6 	 42.2 	 0.0100 	 0.6763 	 0.7718 	 1.3468 	 0.5548 	 0.2972 	 0.1042 	 0.0241 	 0.1748
66 	 50.4 	 41.3 	 0.0100 	 0.6769 	 0.7733 	 1.3893 	 0.5410 	 0.2886 	 0.1084 	 0.0286 	 0.1778
67 	 51.2 	 42.0 	 0.0100 	 0.6716 	 0.7727 	 1.3451 	 0.5723 	 0.3065 	 0.1170 	 0.0280 	 0.1781
68 	 50.9 	 41.3 	 0.0100 	 0.6753 	 0.7731 	 1.3554 	 0.5393 	 0.2912 	 0.1158 	 0.0322 	 0.1807
69 	 51.4 	 42.0 	 0.0100 	 0.6651 	 0.7788 	 1.3298 	 0.5663 	 0.3161 	 0.1214 	 0.0301 	 0.1834
70 	 51.6 	 41.9 	 0.0100 	 0.6612 	 0.7785 	 1.4209 	 0.5245 	 0.2816 	 0.1087 	 0.0289 	 0.1796
71 	 51.8 	 42.2 	 0.0100 	 0.6619 	 0.7782 	 1.4216 	 0.5056 	 0.2853 	 0.1172 	 0.0332 	 0.1882
72 	 51.0 	 41.4 	 0.0100 	 0.6602 	 0.7782 	 1.3248 	 0.5660 	 0.3057 	 0.1248 	 0.0359 	 0.1843
73 	 51.9 	 42.0 	 0.0100 	 0.6560 	 0.7809 	 1.4240 	 0.5124 	 0.2784 	 0.1144 	 0.0327 	 0.1854
74 	 51.2 	 41.6 	 0.0010 	 0.6560 	 0.7796 	 1.3819 	 0.5433 	 0.2928 	 0.1147 	 0.0325 	 0.1808
75 	 50.8 	 41.3 	 0.0010 	 0.6107 	 0.8016 	 1.3466 	 0.5546 	 0.2989 	 0.1180 	 0.0326 	 0.1819
76 	 51.5 	 42.2 	 0.0010 	 0.5895 	 0.8074 	 1.3808 	 0.5400 	 0.2946 	 0.1166 	 0.0307 	 0.1823
77 	 51.2 	 41.7 	 0.0010 	 0.5821 	 0.8107 	 1.3786 	 0.5406 	 0.2922 	 0.1179 	 0.0322 	 0.1829
78 	 51.5 	 41.9 	 0.0010 	 0.5766 	 0.8112 	 1.3890 	 0.5331 	 0.2851 	 0.1133 	 0.0325 	 0.1820
79 	 52.3 	 42.6 	 0.0010 	 0.5727 	 0.8135 	 1.3756 	 0.5440 	 0.2918 	 0.1140 	 0.0300 	 0.1803
80 	 50.5 	 41.0 	 0.0010 	 0.5689 	 0.8159 	 1.3908 	 0.5366 	 0.2886 	 0.1106 	 0.0299 	 0.1795
81 	 51.4 	 41.7 	 0.0010 	 0.5672 	 0.8162 	 1.3929 	 0.5343 	 0.2875 	 0.1102 	 0.0294 	 0.1792
82 	 51.5 	 41.8 	 0.0010 	 0.5668 	 0.8162 	 1.3901 	 0.5412 	 0.2905 	 0.1145 	 0.0313 	 0.1810
83 	 50.8 	 40.9 	 0.0010 	 0.5638 	 0.8186 	 1.3838 	 0.5357 	 0.2898 	 0.1186 	 0.0345 	 0.1842
84 	 50.8 	 41.3 	 0.0010 	 0.5599 	 0.8204 	 1.3820 	 0.5414 	 0.2899 	 0.1121 	 0.0307 	 0.1807
85 	 51.4 	 41.9 	 0.0010 	 0.5595 	 0.8209 	 1.3929 	 0.5289 	 0.2881 	 0.1157 	 0.0315 	 0.1837
86 	 51.7 	 42.2 	 0.0010 	 0.5557 	 0.8205 	 1.3714 	 0.5479 	 0.2942 	 0.1181 	 0.0328 	 0.1824
87 	 51.0 	 41.4 	 0.0010 	 0.5553 	 0.8192 	 1.4239 	 0.5155 	 0.2759 	 0.1097 	 0.0307 	 0.1810
88 	 50.4 	 40.8 	 0.0010 	 0.5551 	 0.8204 	 1.3970 	 0.5349 	 0.2833 	 0.1085 	 0.0277 	 0.1775
89 	 51.0 	 41.9 	 0.0010 	 0.5524 	 0.8219 	 1.3939 	 0.5402 	 0.2892 	 0.1145 	 0.0290 	 0.1787
90 	 51.0 	 41.3 	 0.0010 	 0.5542 	 0.8233 	 1.3776 	 0.5478 	 0.2888 	 0.1112 	 0.0295 	 0.1776
91 	 51.1 	 41.6 	 0.0010 	 0.5529 	 0.8223 	 1.3948 	 0.5432 	 0.2894 	 0.1136 	 0.0299 	 0.1797
92 	 50.5 	 41.1 	 0.0010 	 0.5476 	 0.8238 	 1.3752 	 0.5499 	 0.2905 	 0.1147 	 0.0294 	 0.1792
93 	 51.4 	 41.5 	 0.0010 	 0.5468 	 0.8245 	 1.4116 	 0.5281 	 0.2815 	 0.1064 	 0.0252 	 0.1764
94 	 51.2 	 41.8 	 0.0010 	 0.5459 	 0.8246 	 1.4057 	 0.5306 	 0.2804 	 0.1092 	 0.0304 	 0.1781
95 	 51.5 	 41.8 	 0.0010 	 0.5446 	 0.8268 	 1.3949 	 0.5340 	 0.2893 	 0.1175 	 0.0343 	 0.1835
96 	 50.7 	 41.3 	 0.0010 	 0.5419 	 0.8283 	 1.3940 	 0.5387 	 0.2870 	 0.1081 	 0.0283 	 0.1771
97 	 51.8 	 42.0 	 0.0010 	 0.5428 	 0.8274 	 1.4229 	 0.5236 	 0.2755 	 0.1057 	 0.0275 	 0.1768
98 	 50.9 	 41.8 	 0.0010 	 0.5405 	 0.8275 	 1.3888 	 0.5364 	 0.2842 	 0.1137 	 0.0329 	 0.1808
99 	 51.0 	 41.4 	 0.0010 	 0.5382 	 0.8262 	 1.4034 	 0.5335 	 0.2834 	 0.1122 	 0.0293 	 0.1786
Total train time: 84.2006 minutes
Best Epoch 	 Test Loss 	 Test Acc 	 Test Robust (36) 	 Test Robust (72) 	 Test Robust (108) 	 Mean Cert 	 Test Time
69 	 1.3298 	 0.5663 	 0.3161 	 0.1214 	 0.0301 	 0.1834 	 9.6106
Last Epoch 	 Test Loss 	 Test Acc 	 Test Robust (36) 	 Test Robust (72) 	 Test Robust (108) 	 Mean Cert 	 Test Time
99 	 1.4034 	 0.5335 	 0.2834 	 0.1122 	 0.0293 	 0.1786 	 9.6006
