Namespace(batch_size=128, epochs=100, lr_min=0.0, lr_max=0.1, weight_decay=0.0005, momentum=0.9, gamma=0.0, opt_level='O0', loss_scale='1.0', conv_layer='soc', init_channels=32, activation='maxmin', block_size=1, lln=False, data_dir='./cifar-data', dataset='cifar10', epsilon=36, out_dir='LipConvnet_cifar10_1_soc_32_maxmin_cr0.0', seed=0)
Epoch 	 Seconds 	 LR 	 Train Loss 	 Train Acc 	 Test Loss 	 Test Acc 	 Test Robust (36) 	 Test Robust (72) 	 Test Robust (108) 	 Test Cert
0 	 120.2 	 110.8 	 0.1000 	 1.8218 	 0.3497 	 1.4609 	 0.4814 	 0.2419 	 0.0986 	 0.0326 	 0.1759
1 	 121.2 	 111.7 	 0.1000 	 1.5134 	 0.4567 	 1.3678 	 0.5151 	 0.2968 	 0.1460 	 0.0602 	 0.2091
2 	 121.7 	 112.2 	 0.1000 	 1.4164 	 0.4963 	 1.3068 	 0.5340 	 0.3486 	 0.1912 	 0.0840 	 0.2426
3 	 122.0 	 112.4 	 0.1000 	 1.3627 	 0.5191 	 1.2260 	 0.5715 	 0.3750 	 0.2118 	 0.0959 	 0.2487
4 	 123.7 	 114.2 	 0.1000 	 1.3054 	 0.5428 	 1.2255 	 0.5716 	 0.3536 	 0.1969 	 0.1010 	 0.2428
5 	 125.1 	 115.2 	 0.1000 	 1.2750 	 0.5526 	 1.1833 	 0.5882 	 0.3882 	 0.2166 	 0.1002 	 0.2468
6 	 125.5 	 115.7 	 0.1000 	 1.2487 	 0.5667 	 1.1909 	 0.5800 	 0.3861 	 0.2204 	 0.1064 	 0.2552
7 	 126.3 	 116.1 	 0.1000 	 1.2359 	 0.5715 	 1.1282 	 0.6126 	 0.4171 	 0.2445 	 0.1271 	 0.2668
8 	 126.1 	 116.5 	 0.1000 	 1.2140 	 0.5799 	 1.1472 	 0.6084 	 0.3957 	 0.2189 	 0.0988 	 0.2428
9 	 126.7 	 116.7 	 0.1000 	 1.2027 	 0.5834 	 1.0959 	 0.6294 	 0.4305 	 0.2556 	 0.1268 	 0.2646
10 	 126.6 	 116.9 	 0.1000 	 1.1940 	 0.5878 	 1.1321 	 0.6041 	 0.4168 	 0.2445 	 0.1274 	 0.2697
11 	 127.0 	 117.0 	 0.1000 	 1.1843 	 0.5899 	 1.0815 	 0.6301 	 0.4362 	 0.2688 	 0.1412 	 0.2800
