Namespace(batch_size=128, epochs=100, lr_min=0.0, lr_max=0.1, weight_decay=0.0005, momentum=0.9, gamma=0.0, opt_level='O0', loss_scale='1.0', conv_layer='soc', init_channels=32, activation='maxmin', block_size=1, lln=False, data_dir='./cifar-data', dataset='cifar10', epsilon=36, out_dir='LipConvnet_cifar10_1_soc_32_maxmin_cr0.0', seed=0)
Epoch 	 Seconds 	 LR 	 Train Loss 	 Train Acc 	 Test Loss 	 Test Acc 	 Test Robust (36) 	 Test Robust (72) 	 Test Robust (108) 	 Test Cert
47 	 84.8 	 76.3 	 0.1000 	 1.1021 	 0.6266 	 1.0225 	 0.6557 	 0.4652 	 0.2853 	 0.1595 	 0.2905
48 	 84.8 	 76.1 	 0.1000 	 1.0995 	 0.6273 	 1.0398 	 0.6410 	 0.4626 	 0.2911 	 0.1636 	 0.2974
49 	 84.1 	 75.3 	 0.0100 	 1.1033 	 0.6262 	 0.9919 	 0.6580 	 0.4928 	 0.3243 	 0.1851 	 0.3154
50 	 86.6 	 75.9 	 0.0100 	 0.9769 	 0.6820 	 0.9116 	 0.7031 	 0.5196 	 0.3469 	 0.2003 	 0.3147
51 	 84.3 	 75.4 	 0.0100 	 0.9448 	 0.6970 	 0.8937 	 0.7095 	 0.5295 	 0.3557 	 0.2100 	 0.3218
52 	 85.2 	 76.5 	 0.0100 	 0.9277 	 0.7013 	 0.8938 	 0.7060 	 0.5283 	 0.3547 	 0.2151 	 0.3247
53 	 85.5 	 76.4 	 0.0100 	 0.9217 	 0.7054 	 0.8791 	 0.7148 	 0.5376 	 0.3588 	 0.2120 	 0.3247
54 	 86.0 	 77.1 	 0.0100 	 0.9150 	 0.7048 	 0.8766 	 0.7115 	 0.5355 	 0.3608 	 0.2111 	 0.3262
55 	 84.3 	 75.6 	 0.0100 	 0.9073 	 0.7085 	 0.8707 	 0.7157 	 0.5379 	 0.3632 	 0.2193 	 0.3278
56 	 85.5 	 76.4 	 0.0100 	 0.9030 	 0.7118 	 0.8692 	 0.7192 	 0.5432 	 0.3720 	 0.2241 	 0.3302
57 	 84.2 	 75.5 	 0.0100 	 0.9005 	 0.7124 	 0.8670 	 0.7186 	 0.5376 	 0.3584 	 0.2133 	 0.3218
58 	 85.1 	 76.8 	 0.0100 	 0.8956 	 0.7148 	 0.8677 	 0.7196 	 0.5414 	 0.3551 	 0.2085 	 0.3201
59 	 84.6 	 76.2 	 0.0100 	 0.8924 	 0.7171 	 0.8634 	 0.7204 	 0.5438 	 0.3657 	 0.2217 	 0.3288
60 	 85.5 	 76.5 	 0.0100 	 0.8937 	 0.7143 	 0.8608 	 0.7185 	 0.5486 	 0.3779 	 0.2293 	 0.3375
61 	 84.6 	 75.9 	 0.0100 	 0.8862 	 0.7174 	 0.8602 	 0.7197 	 0.5463 	 0.3668 	 0.2209 	 0.3268
62 	 85.4 	 76.5 	 0.0100 	 0.8833 	 0.7185 	 0.8547 	 0.7223 	 0.5459 	 0.3738 	 0.2297 	 0.3343
63 	 84.6 	 75.8 	 0.0100 	 0.8854 	 0.7189 	 0.8677 	 0.7184 	 0.5411 	 0.3700 	 0.2169 	 0.3307
64 	 85.3 	 76.3 	 0.0100 	 0.8802 	 0.7201 	 0.8595 	 0.7146 	 0.5549 	 0.3815 	 0.2428 	 0.3487
65 	 84.4 	 75.8 	 0.0100 	 0.8802 	 0.7207 	 0.8644 	 0.7160 	 0.5399 	 0.3651 	 0.2218 	 0.3313
66 	 84.6 	 75.9 	 0.0100 	 0.8795 	 0.7197 	 0.8552 	 0.7241 	 0.5484 	 0.3699 	 0.2278 	 0.3305
67 	 85.1 	 76.2 	 0.0100 	 0.8772 	 0.7196 	 0.8632 	 0.7149 	 0.5477 	 0.3821 	 0.2420 	 0.3470
68 	 85.0 	 76.7 	 0.0100 	 0.8802 	 0.7209 	 0.8537 	 0.7246 	 0.5508 	 0.3748 	 0.2278 	 0.3342
69 	 84.7 	 75.8 	 0.0100 	 0.8732 	 0.7234 	 0.8573 	 0.7183 	 0.5511 	 0.3813 	 0.2328 	 0.3417
70 	 84.8 	 76.6 	 0.0100 	 0.8744 	 0.7230 	 0.8437 	 0.7266 	 0.5539 	 0.3808 	 0.2340 	 0.3373
71 	 85.3 	 76.6 	 0.0100 	 0.8720 	 0.7225 	 0.8518 	 0.7206 	 0.5514 	 0.3766 	 0.2356 	 0.3410
72 	 84.6 	 76.0 	 0.0100 	 0.8717 	 0.7229 	 0.8572 	 0.7153 	 0.5466 	 0.3704 	 0.2307 	 0.3372
73 	 85.1 	 76.3 	 0.0100 	 0.8716 	 0.7227 	 0.8455 	 0.7263 	 0.5556 	 0.3832 	 0.2391 	 0.3416
74 	 84.8 	 76.2 	 0.0010 	 0.8683 	 0.7228 	 0.8646 	 0.7181 	 0.5387 	 0.3712 	 0.2274 	 0.3345
75 	 85.4 	 76.5 	 0.0010 	 0.8363 	 0.7415 	 0.8218 	 0.7387 	 0.5659 	 0.3847 	 0.2378 	 0.3396
76 	 85.2 	 76.5 	 0.0010 	 0.8219 	 0.7477 	 0.8219 	 0.7377 	 0.5618 	 0.3883 	 0.2429 	 0.3419
77 	 85.4 	 76.4 	 0.0010 	 0.8196 	 0.7489 	 0.8162 	 0.7397 	 0.5678 	 0.3942 	 0.2477 	 0.3461
78 	 85.7 	 77.0 	 0.0010 	 0.8161 	 0.7485 	 0.8150 	 0.7397 	 0.5695 	 0.3913 	 0.2441 	 0.3435
79 	 84.7 	 76.3 	 0.0010 	 0.8159 	 0.7474 	 0.8158 	 0.7416 	 0.5686 	 0.3915 	 0.2438 	 0.3432
80 	 85.3 	 76.7 	 0.0010 	 0.8147 	 0.7489 	 0.8146 	 0.7404 	 0.5685 	 0.3883 	 0.2454 	 0.3423
81 	 85.0 	 76.5 	 0.0010 	 0.8137 	 0.7507 	 0.8149 	 0.7401 	 0.5649 	 0.3892 	 0.2451 	 0.3418
82 	 85.1 	 76.8 	 0.0010 	 0.8124 	 0.7505 	 0.8148 	 0.7385 	 0.5678 	 0.3978 	 0.2518 	 0.3486
83 	 85.3 	 76.7 	 0.0010 	 0.8114 	 0.7508 	 0.8127 	 0.7425 	 0.5705 	 0.3952 	 0.2496 	 0.3454
84 	 85.2 	 76.3 	 0.0010 	 0.8085 	 0.7528 	 0.8133 	 0.7384 	 0.5682 	 0.3925 	 0.2496 	 0.3466
85 	 84.9 	 76.4 	 0.0010 	 0.8081 	 0.7519 	 0.8100 	 0.7418 	 0.5743 	 0.3974 	 0.2503 	 0.3470
86 	 84.3 	 75.7 	 0.0010 	 0.8055 	 0.7549 	 0.8114 	 0.7417 	 0.5731 	 0.3966 	 0.2532 	 0.3497
87 	 85.1 	 76.4 	 0.0010 	 0.8065 	 0.7525 	 0.8112 	 0.7414 	 0.5713 	 0.3927 	 0.2465 	 0.3448
88 	 84.7 	 75.9 	 0.0010 	 0.8036 	 0.7545 	 0.8104 	 0.7406 	 0.5715 	 0.3958 	 0.2493 	 0.3465
89 	 85.4 	 77.0 	 0.0010 	 0.8042 	 0.7541 	 0.8117 	 0.7406 	 0.5715 	 0.3963 	 0.2522 	 0.3467
90 	 84.5 	 75.9 	 0.0010 	 0.8050 	 0.7535 	 0.8093 	 0.7420 	 0.5710 	 0.3966 	 0.2539 	 0.3478
91 	 85.2 	 76.5 	 0.0010 	 0.8034 	 0.7548 	 0.8085 	 0.7406 	 0.5718 	 0.3980 	 0.2563 	 0.3495
92 	 85.3 	 76.8 	 0.0010 	 0.8019 	 0.7547 	 0.8055 	 0.7437 	 0.5777 	 0.4000 	 0.2544 	 0.3494
93 	 84.9 	 76.4 	 0.0010 	 0.7992 	 0.7562 	 0.8086 	 0.7432 	 0.5714 	 0.3960 	 0.2500 	 0.3454
94 	 84.7 	 76.2 	 0.0010 	 0.7986 	 0.7568 	 0.8072 	 0.7411 	 0.5749 	 0.3956 	 0.2519 	 0.3482
