Namespace(batch_size=128, epochs=100, lr_min=0.0, lr_max=0.1, weight_decay=0.0005, momentum=0.9, gamma=0.0, opt_level='O0', loss_scale='1.0', conv_layer='soc', init_channels=32, activation='maxmin', block_size=1, lln=False, data_dir='./cifar-data', dataset='cifar10', epsilon=36, out_dir='LipConvnet_cifar10_1_soc_32_maxmin_cr0.0', seed=0)
Epoch 	 Seconds 	 LR 	 Train Loss 	 Train Acc 	 Test Loss 	 Test Acc 	 Test Robust (36) 	 Test Robust (72) 	 Test Robust (108) 	 Test Cert
37 	 83.7 	 73.9 	 0.1000 	 1.1210 	 0.6190 	 1.0741 	 0.6283 	 0.4431 	 0.2773 	 0.1557 	 0.2909
38 	 84.4 	 74.3 	 0.1000 	 1.1176 	 0.6184 	 1.0255 	 0.6477 	 0.4695 	 0.3034 	 0.1772 	 0.3054
39 	 84.2 	 74.3 	 0.1000 	 1.1133 	 0.6204 	 1.0254 	 0.6506 	 0.4599 	 0.2852 	 0.1545 	 0.2863
40 	 84.0 	 74.1 	 0.1000 	 1.1127 	 0.6210 	 1.0152 	 0.6578 	 0.4659 	 0.2888 	 0.1583 	 0.2870
41 	 83.6 	 73.7 	 0.1000 	 1.1191 	 0.6197 	 1.0326 	 0.6492 	 0.4599 	 0.2876 	 0.1601 	 0.2907
42 	 84.1 	 74.1 	 0.1000 	 1.1121 	 0.6215 	 1.0575 	 0.6391 	 0.4698 	 0.3027 	 0.1661 	 0.3013
43 	 84.3 	 74.4 	 0.1000 	 1.1151 	 0.6224 	 1.0429 	 0.6467 	 0.4580 	 0.2952 	 0.1721 	 0.2996
44 	 83.9 	 74.0 	 0.1000 	 1.1187 	 0.6191 	 1.0733 	 0.6328 	 0.4311 	 0.2647 	 0.1460 	 0.2786
45 	 83.6 	 73.8 	 0.1000 	 1.1096 	 0.6230 	 1.0413 	 0.6453 	 0.4656 	 0.2952 	 0.1691 	 0.2959
46 	 84.1 	 74.3 	 0.1000 	 1.1088 	 0.6236 	 1.0292 	 0.6554 	 0.4627 	 0.2833 	 0.1482 	 0.2817
47 	 84.1 	 74.2 	 0.1000 	 1.1073 	 0.6253 	 1.0078 	 0.6630 	 0.4632 	 0.2853 	 0.1520 	 0.2818
48 	 83.7 	 73.8 	 0.1000 	 1.1040 	 0.6267 	 1.0409 	 0.6392 	 0.4638 	 0.2999 	 0.1720 	 0.3046
49 	 84.1 	 73.9 	 0.0100 	 1.1061 	 0.6240 	 1.0160 	 0.6538 	 0.4817 	 0.3158 	 0.1739 	 0.3056
50 	 81.0 	 71.5 	 0.0100 	 0.9816 	 0.6797 	 0.9141 	 0.7049 	 0.5142 	 0.3341 	 0.1924 	 0.3072
51 	 79.6 	 70.1 	 0.0100 	 0.9473 	 0.6950 	 0.8968 	 0.7076 	 0.5303 	 0.3488 	 0.2073 	 0.3193
52 	 79.6 	 70.2 	 0.0100 	 0.9332 	 0.6981 	 0.8974 	 0.7069 	 0.5243 	 0.3545 	 0.2103 	 0.3204
53 	 79.8 	 70.1 	 0.0100 	 0.9250 	 0.7026 	 0.8822 	 0.7161 	 0.5303 	 0.3518 	 0.2089 	 0.3187
54 	 80.9 	 71.2 	 0.0100 	 0.9194 	 0.7053 	 0.8807 	 0.7141 	 0.5365 	 0.3535 	 0.2052 	 0.3200
55 	 82.7 	 72.5 	 0.0100 	 0.9115 	 0.7060 	 0.8758 	 0.7121 	 0.5356 	 0.3579 	 0.2102 	 0.3243
56 	 90.2 	 80.0 	 0.0100 	 0.9071 	 0.7095 	 0.8720 	 0.7176 	 0.5414 	 0.3607 	 0.2166 	 0.3240
57 	 84.7 	 73.6 	 0.0100 	 0.9055 	 0.7094 	 0.8717 	 0.7158 	 0.5362 	 0.3556 	 0.2079 	 0.3193
58 	 92.0 	 82.0 	 0.0100 	 0.9013 	 0.7128 	 0.8731 	 0.7170 	 0.5353 	 0.3481 	 0.2062 	 0.3159
59 	 84.5 	 74.5 	 0.0100 	 0.8970 	 0.7133 	 0.8657 	 0.7226 	 0.5403 	 0.3640 	 0.2227 	 0.3271
60 	 86.5 	 76.1 	 0.0100 	 0.8981 	 0.7113 	 0.8662 	 0.7202 	 0.5456 	 0.3665 	 0.2225 	 0.3292
61 	 85.6 	 75.5 	 0.0100 	 0.8917 	 0.7155 	 0.8650 	 0.7187 	 0.5411 	 0.3587 	 0.2158 	 0.3223
62 	 85.6 	 75.7 	 0.0100 	 0.8914 	 0.7152 	 0.8559 	 0.7264 	 0.5420 	 0.3633 	 0.2208 	 0.3260
63 	 86.2 	 76.1 	 0.0100 	 0.8893 	 0.7182 	 0.8684 	 0.7171 	 0.5349 	 0.3604 	 0.2109 	 0.3257
64 	 88.3 	 77.8 	 0.0100 	 0.8867 	 0.7172 	 0.8637 	 0.7162 	 0.5484 	 0.3776 	 0.2367 	 0.3432
65 	 87.1 	 77.0 	 0.0100 	 0.8866 	 0.7162 	 0.8684 	 0.7168 	 0.5366 	 0.3592 	 0.2155 	 0.3258
66 	 85.3 	 75.0 	 0.0100 	 0.8856 	 0.7172 	 0.8561 	 0.7253 	 0.5480 	 0.3644 	 0.2197 	 0.3259
67 	 87.4 	 76.9 	 0.0100 	 0.8829 	 0.7175 	 0.8687 	 0.7145 	 0.5503 	 0.3760 	 0.2394 	 0.3442
68 	 87.2 	 76.7 	 0.0100 	 0.8867 	 0.7169 	 0.8588 	 0.7207 	 0.5471 	 0.3704 	 0.2243 	 0.3345
69 	 86.6 	 76.2 	 0.0100 	 0.8801 	 0.7176 	 0.8600 	 0.7199 	 0.5541 	 0.3794 	 0.2381 	 0.3429
70 	 83.9 	 74.3 	 0.0100 	 0.8792 	 0.7201 	 0.8524 	 0.7245 	 0.5501 	 0.3713 	 0.2266 	 0.3313
71 	 86.8 	 76.6 	 0.0100 	 0.8781 	 0.7199 	 0.8571 	 0.7235 	 0.5473 	 0.3704 	 0.2291 	 0.3332
72 	 85.2 	 75.2 	 0.0100 	 0.8767 	 0.7207 	 0.8633 	 0.7158 	 0.5439 	 0.3615 	 0.2198 	 0.3299
73 	 98.0 	 85.7 	 0.0100 	 0.8778 	 0.7195 	 0.8473 	 0.7273 	 0.5547 	 0.3812 	 0.2360 	 0.3405
74 	 97.3 	 87.1 	 0.0010 	 0.8743 	 0.7204 	 0.8653 	 0.7174 	 0.5412 	 0.3635 	 0.2211 	 0.3297
75 	 88.9 	 78.4 	 0.0010 	 0.8388 	 0.7401 	 0.8243 	 0.7393 	 0.5630 	 0.3822 	 0.2310 	 0.3345
76 	 94.4 	 84.2 	 0.0010 	 0.8269 	 0.7470 	 0.8260 	 0.7385 	 0.5600 	 0.3827 	 0.2375 	 0.3365
77 	 83.4 	 73.6 	 0.0010 	 0.8237 	 0.7464 	 0.8199 	 0.7398 	 0.5669 	 0.3863 	 0.2390 	 0.3398
78 	 84.7 	 75.1 	 0.0010 	 0.8222 	 0.7474 	 0.8176 	 0.7426 	 0.5658 	 0.3856 	 0.2381 	 0.3370
79 	 84.0 	 74.0 	 0.0010 	 0.8197 	 0.7491 	 0.8186 	 0.7421 	 0.5679 	 0.3854 	 0.2391 	 0.3377
80 	 82.7 	 72.6 	 0.0010 	 0.8181 	 0.7473 	 0.8163 	 0.7422 	 0.5649 	 0.3888 	 0.2397 	 0.3369
81 	 85.3 	 74.6 	 0.0010 	 0.8178 	 0.7493 	 0.8176 	 0.7417 	 0.5659 	 0.3821 	 0.2360 	 0.3354
82 	 88.4 	 78.5 	 0.0010 	 0.8168 	 0.7497 	 0.8180 	 0.7403 	 0.5663 	 0.3920 	 0.2456 	 0.3425
83 	 83.7 	 73.5 	 0.0010 	 0.8163 	 0.7496 	 0.8152 	 0.7422 	 0.5678 	 0.3903 	 0.2421 	 0.3411
84 	 86.6 	 75.8 	 0.0010 	 0.8131 	 0.7514 	 0.8168 	 0.7417 	 0.5681 	 0.3895 	 0.2416 	 0.3395
85 	 83.5 	 73.5 	 0.0010 	 0.8131 	 0.7496 	 0.8114 	 0.7439 	 0.5734 	 0.3909 	 0.2432 	 0.3407
86 	 85.5 	 75.2 	 0.0010 	 0.8108 	 0.7529 	 0.8128 	 0.7441 	 0.5720 	 0.3930 	 0.2462 	 0.3429
87 	 85.3 	 75.2 	 0.0010 	 0.8113 	 0.7491 	 0.8136 	 0.7424 	 0.5690 	 0.3908 	 0.2420 	 0.3401
88 	 84.4 	 74.6 	 0.0010 	 0.8096 	 0.7516 	 0.8127 	 0.7436 	 0.5705 	 0.3878 	 0.2431 	 0.3397
89 	 83.4 	 73.3 	 0.0010 	 0.8100 	 0.7523 	 0.8141 	 0.7417 	 0.5711 	 0.3919 	 0.2422 	 0.3410
90 	 84.7 	 75.2 	 0.0010 	 0.8096 	 0.7541 	 0.8118 	 0.7438 	 0.5696 	 0.3909 	 0.2447 	 0.3416
91 	 85.1 	 75.0 	 0.0010 	 0.8085 	 0.7533 	 0.8098 	 0.7444 	 0.5729 	 0.3950 	 0.2494 	 0.3442
92 	 86.9 	 77.1 	 0.0010 	 0.8048 	 0.7527 	 0.8085 	 0.7458 	 0.5733 	 0.3992 	 0.2501 	 0.3449
93 	 83.9 	 74.1 	 0.0010 	 0.8052 	 0.7519 	 0.8109 	 0.7429 	 0.5717 	 0.3887 	 0.2400 	 0.3397
94 	 83.1 	 73.3 	 0.0010 	 0.8047 	 0.7534 	 0.8093 	 0.7455 	 0.5712 	 0.3948 	 0.2464 	 0.3420
95 	 85.9 	 75.5 	 0.0010 	 0.8039 	 0.7538 	 0.8070 	 0.7451 	 0.5746 	 0.3989 	 0.2518 	 0.3469
96 	 87.1 	 77.3 	 0.0010 	 0.8032 	 0.7545 	 0.8091 	 0.7467 	 0.5691 	 0.3938 	 0.2440 	 0.3404
97 	 83.2 	 73.5 	 0.0010 	 0.8038 	 0.7552 	 0.8069 	 0.7447 	 0.5721 	 0.3925 	 0.2438 	 0.3411
98 	 86.9 	 77.2 	 0.0010 	 0.8022 	 0.7548 	 0.8090 	 0.7428 	 0.5723 	 0.3960 	 0.2488 	 0.3450
99 	 83.8 	 73.1 	 0.0010 	 0.8009 	 0.7546 	 0.8059 	 0.7480 	 0.5751 	 0.3949 	 0.2470 	 0.3420
Total train time: 141.5520 minutes
Best Epoch 	 Test Loss 	 Test Acc 	 Test Robust (36) 	 Test Robust (72) 	 Test Robust (108) 	 Mean Cert 	 Test Time
99 	 0.8059 	 0.7480 	 0.5751 	 0.3949 	 0.2470 	 0.3420 	 9.9281
Last Epoch 	 Test Loss 	 Test Acc 	 Test Robust (36) 	 Test Robust (72) 	 Test Robust (108) 	 Mean Cert 	 Test Time
99 	 0.8059 	 0.7480 	 0.5751 	 0.3949 	 0.2470 	 0.3420 	 10.0954
