Namespace(batch_size=128, epochs=100, lr_min=0.0, lr_max=0.1, weight_decay=0.0005, momentum=0.9, gamma=0.0, opt_level='O2', loss_scale='1.0', conv_layer='soc', init_channels=32, activation='maxmin', block_size=1, lln=False, data_dir='./cifar-data', dataset='cifar10', epsilon=36, out_dir='LipConvnet_cifar10_1_soc_32_maxmin_cr0.0', seed=0)
Epoch 	 Seconds 	 LR 	 Train Loss 	 Train Acc 	 Test Loss 	 Test Acc 	 Test Robust (36) 	 Test Robust (72) 	 Test Robust (108) 	 Test Cert
59 	 45.1 	 42.5 	 0.0100 	 0.6597 	 0.7814 	 0.6820 	 0.7684 	 0.6415 	 0.4959 	 0.3624 	 0.4460
60 	 45.7 	 42.7 	 0.0100 	 0.6560 	 0.7821 	 0.6741 	 0.7693 	 0.6483 	 0.5129 	 0.3767 	 0.4563
61 	 46.2 	 43.3 	 0.0100 	 0.6492 	 0.7851 	 0.6705 	 0.7721 	 0.6446 	 0.5089 	 0.3685 	 0.4529
62 	 46.1 	 43.4 	 0.0100 	 0.6467 	 0.7869 	 0.6692 	 0.7725 	 0.6457 	 0.5068 	 0.3708 	 0.4550
63 	 48.8 	 46.0 	 0.0100 	 0.6491 	 0.7845 	 0.6777 	 0.7682 	 0.6445 	 0.5003 	 0.3692 	 0.4538
64 	 44.6 	 42.2 	 0.0100 	 0.6432 	 0.7883 	 0.6854 	 0.7646 	 0.6399 	 0.5096 	 0.3832 	 0.4681
65 	 45.9 	 43.2 	 0.0100 	 0.6437 	 0.7881 	 0.6842 	 0.7682 	 0.6364 	 0.4914 	 0.3495 	 0.4383
66 	 47.7 	 44.7 	 0.0100 	 0.6443 	 0.7863 	 0.6676 	 0.7742 	 0.6490 	 0.5107 	 0.3729 	 0.4511
67 	 46.1 	 43.6 	 0.0100 	 0.6390 	 0.7886 	 0.6784 	 0.7721 	 0.6463 	 0.5097 	 0.3715 	 0.4565
68 	 46.6 	 43.9 	 0.0100 	 0.6423 	 0.7886 	 0.6700 	 0.7731 	 0.6504 	 0.5101 	 0.3737 	 0.4528
69 	 46.1 	 43.1 	 0.0100 	 0.6382 	 0.7908 	 0.6765 	 0.7684 	 0.6409 	 0.5112 	 0.3772 	 0.4619
70 	 48.3 	 45.1 	 0.0100 	 0.6389 	 0.7882 	 0.6608 	 0.7737 	 0.6480 	 0.5188 	 0.3847 	 0.4659
71 	 52.8 	 49.6 	 0.0100 	 0.6367 	 0.7892 	 0.6797 	 0.7652 	 0.6460 	 0.5018 	 0.3646 	 0.4557
72 	 46.5 	 43.7 	 0.0100 	 0.6360 	 0.7912 	 0.6669 	 0.7740 	 0.6486 	 0.5078 	 0.3761 	 0.4547
73 	 47.1 	 44.3 	 0.0100 	 0.6355 	 0.7907 	 0.6701 	 0.7730 	 0.6498 	 0.5135 	 0.3888 	 0.4643
74 	 47.3 	 44.6 	 0.0010 	 0.6356 	 0.7895 	 0.6778 	 0.7683 	 0.6414 	 0.5030 	 0.3649 	 0.4505
75 	 49.1 	 46.2 	 0.0010 	 0.6023 	 0.8068 	 0.6436 	 0.7835 	 0.6617 	 0.5174 	 0.3768 	 0.4534
76 	 47.1 	 44.1 	 0.0010 	 0.5893 	 0.8116 	 0.6428 	 0.7818 	 0.6644 	 0.5217 	 0.3823 	 0.4621
77 	 46.5 	 43.7 	 0.0010 	 0.5824 	 0.8129 	 0.6368 	 0.7830 	 0.6657 	 0.5271 	 0.3937 	 0.4713
78 	 49.5 	 46.3 	 0.0010 	 0.5765 	 0.8154 	 0.6325 	 0.7856 	 0.6680 	 0.5310 	 0.3944 	 0.4715
79 	 47.7 	 45.2 	 0.0010 	 0.5751 	 0.8136 	 0.6335 	 0.7865 	 0.6679 	 0.5295 	 0.3972 	 0.4711
80 	 46.9 	 44.2 	 0.0010 	 0.5718 	 0.8159 	 0.6324 	 0.7853 	 0.6667 	 0.5317 	 0.3934 	 0.4706
81 	 47.9 	 45.0 	 0.0010 	 0.5706 	 0.8185 	 0.6325 	 0.7835 	 0.6679 	 0.5306 	 0.3901 	 0.4702
82 	 47.8 	 44.9 	 0.0010 	 0.5693 	 0.8166 	 0.6306 	 0.7834 	 0.6704 	 0.5353 	 0.4034 	 0.4827
83 	 47.6 	 44.8 	 0.0010 	 0.5657 	 0.8185 	 0.6288 	 0.7855 	 0.6718 	 0.5350 	 0.4005 	 0.4806
84 	 47.4 	 44.9 	 0.0010 	 0.5639 	 0.8193 	 0.6294 	 0.7859 	 0.6690 	 0.5349 	 0.3979 	 0.4781
85 	 46.5 	 43.9 	 0.0010 	 0.5641 	 0.8189 	 0.6289 	 0.7852 	 0.6707 	 0.5371 	 0.4019 	 0.4799
86 	 45.8 	 43.2 	 0.0010 	 0.5592 	 0.8217 	 0.6300 	 0.7861 	 0.6708 	 0.5392 	 0.4023 	 0.4791
87 	 45.5 	 42.8 	 0.0010 	 0.5618 	 0.8190 	 0.6305 	 0.7872 	 0.6694 	 0.5310 	 0.3952 	 0.4727
