Namespace(batch_size=128, epochs=200, lr_min=0.0, lr_max=0.1, weight_decay=0.0005, momentum=0.9, gamma=0.0, opt_level='O2', loss_scale='1.0', conv_layer='soc', init_channels=32, activation='maxmin', block_size=1, lln=False, data_dir='./cifar-data', dataset='cifar10', epsilon=36, out_dir='LipConvnet_cifar10_1_soc_32_maxmin_cr0.0', seed=0)
Epoch 	 Seconds 	 LR 	 Train Loss 	 Train Acc 	 Test Loss 	 Test Acc 	 Test Robust (36) 	 Test Robust (72) 	 Test Robust (108) 	 Test Cert
85 	 30.1 	 28.4 	 0.1000 	 0.9570 	 0.6669 	 0.8670 	 0.7017 	 0.5565 	 0.4057 	 0.2782 	 0.3918
86 	 29.9 	 28.2 	 0.1000 	 0.9562 	 0.6699 	 0.9139 	 0.6847 	 0.5466 	 0.4022 	 0.2797 	 0.4097
87 	 29.9 	 28.3 	 0.1000 	 0.9532 	 0.6685 	 0.9578 	 0.6698 	 0.5371 	 0.4145 	 0.2950 	 0.4266
88 	 29.9 	 28.2 	 0.1000 	 0.9536 	 0.6697 	 0.8831 	 0.6939 	 0.5413 	 0.3879 	 0.2597 	 0.3829
89 	 30.2 	 28.6 	 0.1000 	 0.9568 	 0.6664 	 0.9049 	 0.6832 	 0.5421 	 0.4027 	 0.2682 	 0.3935
90 	 29.3 	 27.6 	 0.1000 	 0.9518 	 0.6703 	 0.9281 	 0.6771 	 0.5328 	 0.3870 	 0.2657 	 0.3939
91 	 30.3 	 28.6 	 0.1000 	 0.9477 	 0.6697 	 0.8912 	 0.6808 	 0.5500 	 0.4119 	 0.2870 	 0.4140
92 	 29.8 	 28.1 	 0.1000 	 0.9583 	 0.6689 	 0.9205 	 0.6844 	 0.5387 	 0.3861 	 0.2568 	 0.3753
93 	 30.9 	 29.3 	 0.1000 	 0.9471 	 0.6699 	 0.8722 	 0.6990 	 0.5483 	 0.4000 	 0.2754 	 0.3899
94 	 30.0 	 28.3 	 0.1000 	 0.9610 	 0.6635 	 0.8993 	 0.6867 	 0.5387 	 0.3905 	 0.2633 	 0.3879
95 	 30.0 	 28.3 	 0.1000 	 0.9563 	 0.6673 	 0.8966 	 0.6846 	 0.5289 	 0.3809 	 0.2539 	 0.3711
